timestamp,CBO.PCIE_DATA_BYTES
2.000324420,#NC#NC#NC#NC#NC#NC#NC#NC
3.000537385,0.0
4.000734561,0.0
5.000923524,0.0
6.001132172,0.0
7.001335292,#NC#NC#NC#NC#NC#NC#NC#NC
8.001548497,0.0
9.001792870,0.0
10.002023399,0.0
11.002255666,0.0
12.002570114,0.0
13.002788379,#NC#NC#NC#NC#NC#NC#NC#NC
14.003387452,0.0
15.003617715,0.030517578125
16.003865675,0.0
17.004149653,0.0
18.004427398,#NC#NC#NC#NC#NC#NC#NC#NC
19.004736078,64.8349609375
20.005032533,64.8627929688
21.005325676,64.9245605469
22.005624994,63.0936889648
23.005920109,63.5150146484
24.006192343,#NC#NC#NC#NC#NC#NC#NC#NC
25.006763387,65.3817138672
26.007059873,64.8167724609
27.007362761,65.2337646484
28.007664788,65.7987670898
29.007964634,64.4564208984
30.008234257,#NC#NC#NC#NC#NC#NC#NC#NC
31.008539931,62.1624145508
32.008834532,62.8629150391
33.009124557,65.26953125
34.009418577,64.7243041992
35.009692675,#NC#NC#NC#NC#NC#NC#NC#NC
36.009983585,65.2789306641
37.010273524,68.9545288086
38.010760498,65.4796142578
39.011054307,63.0135498047
40.011348711,65.0005493164
41.011624508,#NC#NC#NC#NC#NC#NC#NC#NC
42.011924526,65.1005859375
43.012224814,64.95703125
44.012533783,65.7255249023
45.012831396,65.1346435547
46.013124834,64.6759033203
47.013396925,#NC#NC#NC#NC#NC#NC#NC#NC
48.013694456,64.6909179688
49.013984885,64.9262084961
50.014282601,65.5973510742
51.014763575,65.1338500977
52.015034053,#NC#NC#NC#NC#NC#NC#NC#NC
53.015326483,65.0399780273
54.015614543,64.9168701172
55.015904205,65.7217407227
56.016205626,65.0255737305
57.016503835,65.582824707
58.016779293,#NC#NC#NC#NC#NC#NC#NC#NC
59.017063610,64.5115356445
60.017357372,65.1893920898
61.017646823,65.4352416992
62.017945531,61.6451416016
63.018241889,64.7525634766
64.018731532,#NC#NC#NC#NC#NC#NC#NC#NC
65.019018134,61.9747924805
66.019318480,63.29296875
67.019614160,64.6544189453
68.019908723,58.6740722656
69.020180275,#NC#NC#NC#NC#NC#NC#NC#NC
70.020477377,65.5307006836
71.020779541,64.6052856445
72.021073407,64.8267822266
73.021361579,64.9335327148
74.021656075,68.6033325195
75.021931191,#NC#NC#NC#NC#NC#NC#NC#NC
76.022577448,64.8244628906
77.023131248,61.8107299805
78.023595903,0.0
79.024106007,0.0
79.024106007,#NC#NC#NC#NC#NC#NC#NC#NC
