timestamp,CBO.PCIE_DATA_BYTES
2.000379310,#NC#NC#NC#NC#NC#NC#NC#NC
3.000594975,0.0
4.000839277,0.0
5.001060390,0.0
6.001306915,0.0152587890625
7.001527133,#NC#NC#NC#NC#NC#NC#NC#NC
8.001789560,0.0
9.002946022,0.0
10.003175225,0.0
11.003417588,0.230712890625
12.003645419,#NC#NC#NC#NC#NC#NC#NC#NC
13.003876631,0.0
14.004123168,0.0
15.004375316,0.0
16.004603076,0.0
17.004852234,55.3269042969
18.005123155,#NC#NC#NC#NC#NC#NC#NC#NC
19.005357940,55.3051147461
20.005589453,55.171081543
21.005821972,55.4527587891
22.006046877,55.2423095703
23.006254840,#NC#NC#NC#NC#NC#NC#NC#NC
24.006481790,55.4013061523
25.006708995,55.2639160156
26.006937835,55.2544555664
27.007167392,55.0071411133
28.007403275,55.3319702148
29.007614510,#NC#NC#NC#NC#NC#NC#NC#NC
30.007840681,55.2889404297
31.008070640,55.0047607422
32.008300856,55.2202148438
33.008524977,55.1614379883
34.008733072,#NC#NC#NC#NC#NC#NC#NC#NC
35.008965604,55.1693115234
36.009308450,55.2532958984
37.009541103,55.3009033203
38.009768995,58.6533813477
39.009993842,55.2244873047
40.010207944,#NC#NC#NC#NC#NC#NC#NC#NC
41.010441268,55.216003418
42.010669779,55.3050537109
43.010899318,55.3187255859
44.011125376,55.19921875
45.011341566,#NC#NC#NC#NC#NC#NC#NC#NC
46.011572560,55.2778320312
47.011801302,55.1675415039
48.012028056,55.2799682617
49.012259008,55.2200317383
50.012486850,55.2662353516
51.012696643,#NC#NC#NC#NC#NC#NC#NC#NC
52.012930202,55.2630615234
53.013157982,55.1565551758
54.013384779,55.3162231445
55.013615866,55.3306884766
56.013826272,#NC#NC#NC#NC#NC#NC#NC#NC
57.014053863,54.7304077148
58.014282623,55.1066894531
59.014512298,54.8577880859
60.014741847,55.2153930664
61.014970356,55.397644043
62.015178059,#NC#NC#NC#NC#NC#NC#NC#NC
63.015412893,55.2330932617
64.015640311,55.3859863281
65.015871462,55.2952880859
66.016097631,55.3549194336
67.016305278,#NC#NC#NC#NC#NC#NC#NC#NC
68.016533408,55.3157348633
69.016759493,55.3493652344
70.016987395,55.2530517578
71.017307236,55.2978515625
72.017535359,55.3209838867
73.017746049,#NC#NC#NC#NC#NC#NC#NC#NC
74.017972348,55.2022094727
75.018199097,55.2759399414
76.019239863,58.4232788086
77.019866538,0.0
78.020229050,#NC#NC#NC#NC#NC#NC#NC#NC
79.020751261,0.0
79.020751261,0.0152587890625
