timestamp,CBO.PCIE_DATA_BYTES
2.000320439,#NC#NC#NC#NC#NC#NC#NC#NC
3.000535591,0.030517578125
4.000773902,0.030517578125
5.000995917,0.030517578125
6.001218146,0.030517578125
7.001442423,0.030517578125
8.001662465,#NC#NC#NC#NC#NC#NC#NC#NC
9.001915342,0.030517578125
10.002164142,0.0304565429688
11.002409011,0.0304565429688
12.002657316,0.030517578125
13.002899985,0.030517578125
14.004089100,#NC#NC#NC#NC#NC#NC#NC#NC
15.004331133,0.030517578125
16.004585968,0.030517578125
17.004862744,0.0
18.005163531,67.1579589844
19.005457660,63.2547607422
20.005730002,#NC#NC#NC#NC#NC#NC#NC#NC
21.006022659,67.3402709961
22.006328616,67.2937011719
23.006617398,67.8427734375
24.006905336,63.9690551758
25.007200671,66.2504272461
26.007475883,#NC#NC#NC#NC#NC#NC#NC#NC
27.007771310,63.3955078125
28.008406808,66.0114135742
29.008777432,67.1065063477
30.009068966,66.7153930664
31.009368435,66.9959716797
32.009647214,#NC#NC#NC#NC#NC#NC#NC#NC
33.009941533,66.9642944336
34.010234365,66.681640625
35.010527792,66.4451293945
36.010814979,67.1155395508
37.011104249,67.1620483398
38.011374115,#NC#NC#NC#NC#NC#NC#NC#NC
39.011672559,67.0908813477
40.011963613,66.7700195312
41.012371250,64.1056518555
42.012669550,66.9741210938
43.012962299,66.331237793
44.013239479,#NC#NC#NC#NC#NC#NC#NC#NC
45.013534887,67.1361083984
46.013833658,66.7617797852
47.014127000,66.4127807617
48.014429350,64.2711791992
49.014722230,66.6760253906
50.014984475,#NC#NC#NC#NC#NC#NC#NC#NC
51.015279844,66.9549560547
52.015574694,66.500793457
53.015870191,66.8313598633
54.016411195,67.0599975586
55.016706965,67.3432617188
56.016973092,#NC#NC#NC#NC#NC#NC#NC#NC
57.017271991,66.4049682617
58.017570453,66.8125
59.017861640,66.7860717773
60.018155384,64.3041992188
61.018452071,66.2329711914
62.018728702,#NC#NC#NC#NC#NC#NC#NC#NC
63.019020910,65.0350952148
64.019319052,66.7568969727
65.019613515,67.4484863281
66.019913167,66.614440918
67.020416065,66.5908203125
68.020693365,#NC#NC#NC#NC#NC#NC#NC#NC
69.020984773,66.3825073242
70.021278912,67.0168457031
71.021570629,67.2827758789
72.021867770,66.8422851562
73.022172141,63.7131958008
74.022443591,#NC#NC#NC#NC#NC#NC#NC#NC
75.022735439,67.6170043945
76.023044957,66.7388305664
77.023340151,66.6580810547
78.023726547,0.0458374023438
78.023726547,#NC#NC#NC#NC#NC#NC#NC#NC
