timestamp,CBO.PCIE_DATA_BYTES
2.000405337,#NC#NC#NC#NC#NC#NC#NC#NC
3.000682602,0.0
4.000951510,0.0
5.001243867,0.0
6.001516668,0.0
7.001806595,3.43273925781
8.002084731,#NC#NC#NC#NC#NC#NC#NC#NC
9.002380762,0.0
10.002662252,0.0
11.002951130,0.0
12.003231333,0.0
13.003516675,0.0
14.003804665,0.0
15.005043903,#NC#NC#NC#NC#NC#NC#NC#NC
16.005326387,0.0
17.005579233,0.030517578125
18.005809173,59.0025634766
19.006041455,59.9544677734
20.006271940,59.9843139648
21.006512363,59.932800293
22.006727074,#NC#NC#NC#NC#NC#NC#NC#NC
23.006958845,59.6734619141
24.007191536,59.992980957
25.007427886,59.8746948242
26.007658167,59.7942504883
27.007889256,59.9356689453
28.008105044,#NC#NC#NC#NC#NC#NC#NC#NC
29.008405785,60.0043334961
30.008639084,60.2384033203
31.008875259,60.0112304688
32.009108016,59.981262207
33.009342174,59.9699707031
34.009578724,60.1741943359
35.009788192,#NC#NC#NC#NC#NC#NC#NC#NC
36.010019472,59.9871826172
37.010255540,60.0991210938
38.010499866,59.9986572266
39.010735585,59.9061279297
40.010972389,59.8503417969
41.011203347,59.7905273438
42.011414031,#NC#NC#NC#NC#NC#NC#NC#NC
43.011644190,59.8098144531
44.011879133,63.3478393555
45.012115692,59.923828125
46.012397134,59.8957519531
47.012629684,59.9951782227
48.012842565,#NC#NC#NC#NC#NC#NC#NC#NC
49.013075549,60.0179443359
50.013302229,60.0100708008
51.013529863,60.0278320312
52.013759389,59.8933105469
53.013991818,58.8774414062
54.014227580,59.9146118164
55.014452507,#NC#NC#NC#NC#NC#NC#NC#NC
56.014683195,60.0073852539
57.014918307,59.9956054688
58.015157494,59.8201293945
59.015394313,59.999206543
60.015628463,59.8541870117
61.015862166,58.8927001953
62.016076725,#NC#NC#NC#NC#NC#NC#NC#NC
63.016405687,59.8646240234
64.016639292,59.9722290039
65.016874360,60.0192871094
66.017104248,60.0314941406
67.017338565,59.9807739258
68.017558136,#NC#NC#NC#NC#NC#NC#NC#NC
69.017792522,60.0532226562
70.018027365,59.9076538086
71.018260350,60.0891723633
72.018497845,60.0949707031
73.018731176,60.0201416016
74.018964325,59.9087524414
75.019179003,#NC#NC#NC#NC#NC#NC#NC#NC
76.019600794,60.0778808594
77.020164679,59.6909790039
78.020695138,0.366333007812
79.021203339,0.0152587890625
79.021203339,0.0308227539062
