timestamp,CBO.PCIE_DATA_BYTES
2.000322630,#NC#NC#NC#NC#NC#NC#NC#NC
3.000518745,0.0
4.000710283,0.0
5.000930196,0.0
6.001156393,0.0
7.001365622,0.0
8.001595692,0.030517578125
9.001815999,0.0
10.002950918,0.0
11.003191062,0.0
12.003414214,0.0
13.003644097,0.0
14.003872233,0.0
15.004117798,0.0
16.004360533,0.0151977539062
17.004638837,#NC#NC#NC#NC#NC#NC#NC#NC
18.004938026,81.7043457031
19.005223011,85.0469970703
20.005519544,82.0989990234
21.005810157,82.2584838867
22.006101679,82.2258911133
23.006394572,81.5782470703
24.006685514,81.6569213867
25.006980973,81.9647827148
26.007267617,82.3576049805
27.007668757,81.7626342773
28.007963506,81.7351074219
29.008250341,81.5796508789
30.008573910,81.9669189453
31.008857056,#NC#NC#NC#NC#NC#NC#NC#NC
32.009144101,81.8333129883
33.009433483,81.819152832
34.009725239,81.8616943359
35.010012871,81.6307373047
36.010302752,82.2915039062
37.010600542,78.8493652344
38.010888617,78.0525512695
39.011177022,79.7047729492
40.011703610,81.7196655273
41.011996828,80.6677246094
42.012285514,81.536315918
43.012578678,81.5216674805
44.012871201,81.4904174805
45.013166781,81.3424072266
46.013441016,#NC#NC#NC#NC#NC#NC#NC#NC
47.013744493,82.0840454102
48.014035428,82.4108886719
49.014328102,82.1591796875
50.014620497,82.2528076172
51.014914194,81.9163208008
52.015209889,81.5322875977
53.015697211,82.0740356445
54.015987965,82.4689941406
55.016274815,81.7008056641
56.016569586,81.7316894531
57.016856149,82.3772583008
58.017146898,81.8826293945
59.017439897,82.0979614258
60.017738263,81.6057739258
61.018008054,#NC#NC#NC#NC#NC#NC#NC#NC
62.018293607,81.5283813477
63.018581606,81.4857788086
64.018870780,81.9030151367
65.019164106,82.315246582
66.019704520,81.8789672852
67.019989450,82.1590576172
68.020278387,82.1940307617
69.020563307,82.0017089844
70.020853738,81.9582519531
71.021145912,81.5119628906
72.021441158,81.9610595703
73.021743230,81.8822631836
74.022025902,78.2073974609
75.022315505,82.628112793
76.022762213,#NC#NC#NC#NC#NC#NC#NC#NC
77.023328264,78.8949584961
78.023637644,0.015380859375
79.024108404,0.107177734375
79.024108404,0.0
