timestamp,CBO.LLC_PCIE_MEM_TOTAL_BYTES
2.000335038,1.37017822266
3.000544487,2.60729980469
4.000775550,1.83068847656
5.000986006,1.24426269531
6.001214161,1.76098632812
7.001427123,0.473083496094
8.001762390,2.03601074219
9.002025282,1.41754150391
10.003208003,1.51806640625
11.003442592,2.93920898438
12.003678997,2.19262695312
13.003915065,0.487854003906
14.004143324,2.10321044922
15.004377079,1.36413574219
16.004610674,1.50726318359
17.004845471,1.44860839844
18.005077605,6311.73864746
19.005309497,6311.0098877
20.005543685,6310.42572021
21.005778185,6308.64788818
22.006011229,6308.26251221
23.006242784,6306.25286865
24.006477457,6269.69799805
25.006711071,6308.60327148
26.006946901,6311.7588501
27.007178688,6312.99713135
28.007412866,6300.73736572
29.007651641,6263.03588867
30.007895093,6306.59484863
31.008126624,6310.48284912
32.008361679,6310.78631592
33.008595827,6304.39367676
34.008828857,6313.54095459
35.009063877,6300.18695068
36.009299170,6304.70458984
37.009529595,6311.07403564
38.009764056,6315.21075439
39.009998453,6308.46044922
40.010233826,6312.62805176
41.010466375,6285.78466797
42.010699024,6311.29144287
43.010931799,6312.39660645
44.011165954,6307.88317871
45.011400129,6313.13702393
46.011633157,6279.28765869
47.011867790,6303.51635742
48.012122149,6304.85748291
49.012352172,6314.43389893
50.012581463,6309.07727051
51.012816568,6310.59527588
52.013050330,6303.44537354
53.013287443,6308.88604736
54.013518865,6313.75152588
55.013749607,6306.43475342
56.013982454,6311.90606689
57.014212746,6295.64190674
58.014444124,6310.51831055
59.014683031,6305.67456055
60.014921364,6309.2387085
61.015158290,6310.30853271
62.015398371,6296.98669434
63.015634526,6304.83221436
64.015872941,6319.41784668
65.016113077,6300.71539307
66.016346831,6306.91461182
67.016576404,6307.26739502
68.016806803,6304.09350586
69.017046437,6308.66973877
70.017279363,6308.1105957
71.017510425,6301.51843262
72.017747199,6302.96270752
73.017984379,6295.34655762
74.018218147,6308.51483154
75.018449783,6311.47247314
76.020788889,6312.7802124
77.021382892,6242.32617188
78.021911832,3.06298828125
78.021911832,1.81494140625
