timestamp,CBO.PCIE_DATA_BYTES
2.000386509,#NC#NC#NC#NC#NC#NC#NC#NC
3.000665572,0.0
4.000919414,0.030517578125
5.001192532,0.0
6.001461666,0.0
7.001788127,0.0
8.002024955,1.69207763672
9.002270690,0.0
10.002517318,0.244384765625
11.002761068,0.0
12.002998104,0.0
13.004117230,#NC#NC#NC#NC#NC#NC#NC#NC
14.004372245,0.0
15.004615543,0.0
16.004863967,0.0
17.005099363,71.1405639648
18.005327472,71.1857299805
19.005515512,70.8190307617
20.005749031,70.6891479492
21.005979771,70.9824829102
22.006209930,71.20703125
23.006449213,71.2435302734
24.006665738,#NC#NC#NC#NC#NC#NC#NC#NC
25.006898573,71.1573486328
26.007127202,71.1367797852
27.007361460,71.3090820312
28.007598494,70.8212890625
29.007828038,71.0099487305
30.008061317,71.0498657227
31.008291068,71.3060913086
32.008518318,71.2066650391
33.008753172,60.6873168945
34.008983095,71.2734985352
35.009214079,71.1416625977
36.009424293,#NC#NC#NC#NC#NC#NC#NC#NC
37.009656434,71.1649780273
38.009894743,71.2311401367
39.010125373,71.3027954102
40.010355166,71.2880859375
41.010583881,71.0924682617
42.010819822,72.7921142578
43.011051225,71.1715698242
44.011280949,71.1083984375
45.011531384,71.1289672852
46.011759563,71.1748046875
47.011974017,#NC#NC#NC#NC#NC#NC#NC#NC
48.012209397,70.7941894531
49.012439996,71.1958007812
50.012668099,71.2058105469
51.012898934,71.2190551758
52.013134758,71.1738891602
53.013367152,71.0622558594
54.013602548,70.9940185547
55.013836281,71.2690429688
56.014066033,70.8974609375
57.014292313,71.249206543
58.014521946,71.1786499023
59.014735009,#NC#NC#NC#NC#NC#NC#NC#NC
60.014960910,70.5952148438
61.015195935,71.189453125
62.015425783,71.2055664062
63.015654810,71.1857299805
64.015882271,70.6438598633
65.016113435,71.231262207
66.016341936,71.190246582
67.016568424,71.2311401367
68.016800861,71.1110229492
69.017028826,71.2614135742
70.017244363,#NC#NC#NC#NC#NC#NC#NC#NC
71.017479247,71.1092529297
72.017712220,70.9985351562
73.017940560,71.2184448242
74.018175585,71.0977783203
75.019457868,71.0382080078
76.020564189,72.1522216797
77.020958528,0.473205566406
78.021330703,0.0152587890625
78.021330703,0.0
