timestamp,CBO.PCIE_DATA_BYTES
2.000327205,#NC#NC#NC#NC#NC#NC#NC#NC
3.000579233,0.0152587890625
4.000817127,0.0151977539062
5.001061860,0.0
6.001301819,0.0
7.001560842,0.015380859375
8.001798372,#NC#NC#NC#NC#NC#NC#NC#NC
9.002418250,0.0
10.002686597,0.0
11.002962126,0.0
12.003206106,0.0
13.003457150,0.0309448242188
14.003703520,#NC#NC#NC#NC#NC#NC#NC#NC
15.003960654,0.0152587890625
16.004216827,0.0150756835938
17.004499770,0.09130859375
18.004826499,68.4890136719
19.005124463,68.2538452148
20.005422512,65.6478271484
21.005700867,#NC#NC#NC#NC#NC#NC#NC#NC
22.006000304,68.1817016602
23.006285585,68.727355957
24.006587399,68.5468139648
25.007007684,68.1530151367
26.007311230,68.7523803711
27.007588723,#NC#NC#NC#NC#NC#NC#NC#NC
28.007886108,68.5247192383
29.008184670,68.9292602539
30.008484306,68.5608520508
31.008804106,67.9479980469
32.009107427,68.8407592773
33.009403516,68.6317138672
34.009685936,#NC#NC#NC#NC#NC#NC#NC#NC
35.009987047,68.1050415039
36.010287423,68.0024414062
37.010589824,68.085144043
38.011005248,69.0806274414
39.011309858,68.210144043
40.011585602,#NC#NC#NC#NC#NC#NC#NC#NC
41.011886554,68.7252807617
42.012185712,68.6223144531
43.012491864,67.610534668
44.012815392,69.1641845703
45.013117273,68.8365478516
46.013422151,68.6429443359
47.013699301,#NC#NC#NC#NC#NC#NC#NC#NC
48.013998407,68.4638671875
49.014308018,68.4163818359
50.015004883,68.5451660156
51.015314632,67.6782836914
52.015611444,68.5484008789
53.015896554,#NC#NC#NC#NC#NC#NC#NC#NC
54.016204850,68.4639892578
55.016508210,68.4575805664
56.016824076,67.8239135742
57.017122556,68.9560546875
58.017422539,68.5211181641
59.017723517,68.3795776367
60.017992657,#NC#NC#NC#NC#NC#NC#NC#NC
61.018296711,68.7652587891
62.019002761,68.2886352539
63.019300417,68.6245727539
64.019608036,68.3804931641
65.019907069,68.2792358398
66.020189346,#NC#NC#NC#NC#NC#NC#NC#NC
67.020487912,68.0747070312
68.020803637,68.5524291992
69.021100663,68.4447021484
70.021405985,68.1812744141
71.021701491,67.4310302734
72.021978360,#NC#NC#NC#NC#NC#NC#NC#NC
73.022285333,68.3978881836
74.022589876,68.6111450195
75.022963192,67.9789428711
76.023460941,67.7368164062
77.024025918,67.7342529297
78.024511594,#NC#NC#NC#NC#NC#NC#NC#NC
79.025066230,0.0
79.025066230,0.0
