timestamp,CBO.PCIE_DATA_BYTES
2.000343587,#NC#NC#NC#NC#NC#NC#NC#NC
3.000563108,0.0
4.000782916,0.0
5.001057892,0.0
6.001328874,0.0
7.001633105,0.0
8.001911738,0.0458374023438
9.003071525,0.0
10.003317997,0.0
11.003573732,0.0305786132812
12.003816213,0.0
13.004068528,0.0
14.004315623,0.0152587890625
15.004558450,0.0
16.004807024,0.0228881835938
17.005063765,0.0
18.005297008,81.4078369141
19.005530034,82.376953125
20.005764714,82.5069580078
21.005999083,82.4338378906
22.006228653,82.8532714844
23.006457439,82.9267578125
24.006690292,82.8917236328
25.006920500,82.915222168
26.007148982,82.7532958984
27.007376273,82.7657470703
28.007602322,82.6723022461
29.007835636,82.7197875977
30.008072094,82.673034668
31.008299448,82.5751953125
32.008533683,82.7163085938
33.008762793,82.6940917969
34.008980837,#NC#NC#NC#NC#NC#NC#NC#NC
35.009219158,82.1743164062
36.009452284,82.6966552734
37.009687725,81.4259643555
38.009924860,82.6102905273
39.010156030,82.7606811523
40.010385917,82.8717041016
41.010620289,82.6571655273
42.010848171,82.6772460938
43.011079893,82.6846313477
44.011310650,82.7971801758
45.011544308,82.6449584961
46.011771861,82.7070922852
47.012005551,82.7302246094
48.012234872,82.6107788086
49.012460319,82.5209350586
50.012684410,82.8854370117
51.012906292,82.7358398438
52.013131730,82.7341308594
53.013359125,82.8598022461
54.013588988,82.5922851562
55.013817224,82.5759887695
56.014043246,82.5366821289
57.014265600,82.7017822266
58.014489006,82.7730102539
59.014716705,82.8890991211
60.014939669,82.8060302734
61.015165639,82.7468261719
62.015388375,82.7514038086
63.015617542,82.8159179688
64.015834846,82.6109008789
65.016064968,82.623046875
66.016288830,82.7302246094
67.016493458,#NC#NC#NC#NC#NC#NC#NC#NC
68.016717424,82.7031860352
69.016940669,82.7341308594
70.017164624,82.6994018555
71.017387068,82.7658691406
72.017609567,81.3618774414
73.017925966,82.7224731445
74.018151267,81.7476806641
75.018386019,82.6779174805
76.021806852,82.7205200195
77.022419531,82.3186035156
78.022942818,0.0304565429688
78.022942818,0.0305786132812
