timestamp,iMC0.MEM_BW_TOTAL,iMC1.MEM_BW_TOTAL,iMC2.MEM_BW_TOTAL
0.400781623,267.601318359,267.910461426,291.947631836
0.701395198,2.91717529297,1.69946289062,925.83026123
1.001846917,1.37329101562,0.104614257812,1.0712890625
1.302201831,1.27606201172,0.01220703125,0.175720214844
1.602555956,1.29083251953,0.023681640625,0.28564453125
1.902918483,1.28936767578,0.0397338867188,0.10693359375
2.203277377,1.30310058594,0.048095703125,0.239807128906
2.403525771,1.32000732422,0.058837890625,0.155029296875
2.703873259,1.31524658203,0.00152587890625,0.129089355469
3.004246372,1.31585693359,0.00921630859375,0.126831054688
3.304617652,1.31158447266,0.0,0.173400878906
3.605021326,1.31311035156,0.00079345703125,0.106201171875
3.905411560,40.0443725586,38.6856079102,46.3329467773
4.205797052,1.28698730469,0.023681640625,0.157409667969
4.506177053,1.30236816406,0.0397338867188,0.215393066406
4.706448368,1.28955078125,0.0512084960938,0.0970458984375
5.006855599,1.29760742188,0.0511474609375,0.126037597656
5.307203936,1.29766845703,0.0450439453125,0.0626220703125
5.607556205,1.29309082031,0.046630859375,0.132934570312
5.907985633,1.31500244141,0.00079345703125,0.119995117188
6.208790898,1.33654785156,0.0282592773438,0.131408691406
6.509205438,1.31713867188,0.0023193359375,0.192504882812
6.809604185,1.31536865234,0.0023193359375,0.0603637695312
7.009867347,1.33538818359,0.071044921875,0.393432617188
7.310216980,1.28088378906,0.0152587890625,0.1611328125
7.610577612,1.27947998047,0.0152587890625,0.141357421875
7.910930677,1.28851318359,0.0420532226562,0.132141113281
8.211270650,1.30657958984,0.0580444335938,0.31005859375
8.511614235,1.28851318359,0.0374145507812,0.0687866210938
8.811980205,1.91497802734,0.620239257812,1.92504882812
9.112355165,1.37182617188,0.0694580078125,0.22607421875
9.312618557,1.58117675781,0.256774902344,1.17333984375
9.412740861,2.53552246094,1.11706542969,1.99713134766
9.612991049,1.31768798828,0.006103515625,0.129089355469
9.913356474,46.1405029297,44.8912353516,534.913024902
10.213719348,43.3575439453,42.4646606445,528.169921875
10.514090606,42.7279663086,41.5894775391,528.022460938
10.814449638,42.8043823242,41.8521118164,526.730163574
11.114814021,44.231262207,42.8216552734,524.859313965
11.415186440,46.2232666016,44.9385375977,531.583312988
11.615449921,40.3153686523,39.0896606445,531.565307617
11.715578652,42.2005615234,40.8101806641,528.866088867
11.915831774,41.4285888672,40.0215454102,530.113037109
12.216194351,42.7230224609,41.6068115234,526.700683594
12.516567773,41.9735107422,40.4870605469,529.282287598
12.816932275,42.0993652344,40.5794067383,528.594116211
13.117299066,42.1251220703,40.7114257812,528.21270752
13.417674192,42.2197265625,41.1340942383,527.819946289
13.718040866,44.0684814453,42.9662475586,524.220336914
13.918305917,42.2366943359,40.5460205078,528.580688477
14.018437898,43.3788452148,42.0186157227,527.20324707
14.218687793,42.1705932617,41.184387207,526.888427734
14.519060369,43.3366088867,41.9041137695,525.731018066
14.819431645,41.6428222656,40.5232543945,528.664306641
