timestamp,CBO.LLC_DDIO_MEM_TOTAL_BYTES
0.903033508,0.0489501953125
1.805182805,0.04736328125
2.606703329,0.142150878906
3.408362336,0.165161132812
4.210031449,0.160522460938
5.011708565,0.139038085938
5.813281525,0.0671997070312
6.614866891,0.113037109375
7.416522167,0.20947265625
8.218165236,0.270629882812
9.019808614,0.151245117188
9.821426749,0.235412597656
10.624027224,0.1650390625
11.425815788,592.403930664
12.227554981,592.368286133
13.029301573,592.399047852
13.831072070,590.962219238
14.733065255,591.917724609
15.534809341,592.276184082
16.336520962,592.638122559
17.138269985,592.305175781
17.940013945,592.599609375
18.741755726,592.756286621
19.543500893,592.62512207
20.345233148,591.811889648
21.146970735,592.051574707
21.948700257,592.362670898
22.750458447,592.51965332
23.552214465,592.214233398
24.353965788,592.261535645
25.155701967,592.190795898
25.957439170,591.512878418
26.759189401,591.133117676
27.661174851,592.085754395
28.462913585,592.123352051
29.264659479,592.954528809
30.066419421,592.066223145
30.868156415,592.612243652
31.669896758,592.188537598
32.471630974,592.219360352
33.273362710,592.266052246
34.075096466,592.277648926
34.876823078,592.489501953
35.678563697,592.639343262
36.480290419,592.715393066
37.282042043,591.79498291
38.083797472,592.1015625
38.885552041,592.504699707
39.687312384,591.345092773
40.589319530,592.227172852
41.391066619,592.768066406
42.192807897,592.436096191
42.994543706,592.56439209
43.796295696,591.895324707
44.598029015,592.409423828
45.399767683,592.453125
46.201514432,592.739013672
47.003223503,591.590026855
47.804968534,592.48260498
48.606698866,592.480834961
49.408447977,592.785522461
50.210191089,592.279907227
51.011930868,592.329772949
51.813677898,591.869689941
52.615426700,592.354125977
53.517400736,591.89831543
54.319129139,592.28918457
55.120863254,592.643066406
55.922595877,592.557128906
56.724288538,592.170043945
57.526019924,592.245544434
58.327751797,592.887695312
59.129492718,592.383300781
59.931222589,591.528747559
60.732952581,592.129882812
61.534687678,592.351013184
62.336439034,591.739440918
63.138180584,592.343566895
63.939922904,592.190002441
64.741658685,592.396179199
65.543419100,591.700805664
66.445405609,592.367980957
67.247155398,592.034851074
68.048901421,592.238830566
68.850639540,592.772766113
69.652368487,591.91595459
70.454112277,591.705322266
71.255837456,592.377929688
72.057594732,592.250976562
72.859333976,592.161621094
73.661082165,592.370483398
74.462818415,591.551757812
75.264508106,592.198913574
76.066254876,592.454833984
76.867989778,592.526977539
77.669726582,591.955810547
78.471452141,592.1640625
79.373434305,592.16027832
80.175160028,592.356567383
80.976894794,592.403442383
81.778645808,592.221069336
82.580393924,592.007446289
83.382124634,592.577392578
84.183864161,592.521789551
84.985596779,592.123718262
85.787346733,592.424499512
86.589092357,592.251953125
87.390837947,591.780090332
88.192576632,592.505493164
88.994322875,592.531677246
89.796064422,591.760864258
90.597821139,592.145446777
91.399620230,591.226501465
92.301615993,592.020385742
93.103357768,592.205627441
93.905095853,592.23651123
94.706855163,591.617736816
95.508602785,592.179626465
96.310356786,592.78894043
97.112081543,592.095458984
97.913813422,591.88885498
98.715549694,591.846618652
99.517282387,591.686950684
100.318986363,592.057617188
101.120844395,0.155212402344
101.923537409,0.220642089844
102.726595778,0.062744140625
103.629915001,0.142822265625
