timestamp,CBO.LLC_PCIE_MEM_TOTAL_BYTES
2.906189717,0.1611328125
5.712013658,0.157470703125
8.418626281,0.0557250976562
11.225095629,648.57635498
14.031793230,649.785339355
16.737940888,629.883178711
19.544757061,648.578186035
22.250791500,648.118530273
25.057343518,649.09173584
27.864007389,649.808105469
30.570200424,648.502868652
33.376856759,648.439331055
36.083003734,648.248840332
38.889729384,647.560791016
41.696441847,648.034729004
44.402586340,648.385009766
47.209304890,648.038818359
52.722153686,648.631774902
55.528874642,628.113464355
58.235091425,648.123168945
61.041520929,647.704772949
63.848007371,649.915893555
66.554154301,631.350769043
69.360868454,647.855712891
72.067051535,649.700317383
74.873735820,648.807983398
77.680451377,647.353149414
80.386592742,648.445739746
83.193308180,627.468994141
88.706182204,648.348449707
91.512658601,648.217712402
94.218808461,648.549743652
97.025510423,648.04083252
99.832025122,641.247741699
102.542106051,0.217468261719
