timestamp,CBO.LLC_DDIO_MEM_TOTAL_BYTES
4.001319328,0.488464355469
6.001789867,1.00653076172
8.002236259,1.84527587891
10.003652771,2.79327392578
12.004134022,1.87548828125
14.004614064,1.51989746094
16.005103624,1.6474609375
18.005600449,4632.73980713
20.006050177,4800.42730713
22.006507159,4792.25543213
24.006961596,4749.85217285
26.007409382,4756.51446533
28.007861721,4755.06811523
30.008304520,4749.81774902
32.008750259,4793.40142822
34.009194573,4792.61248779
36.009648695,4794.56347656
38.010098903,4790.00189209
40.010554141,4788.03161621
42.011010867,4789.82867432
44.011458502,4779.02685547
46.011995894,4724.15063477
48.012450971,4786.59216309
50.012898024,4800.64337158
52.013349396,4789.47424316
54.013795471,4790.33459473
56.014240739,4793.35888672
58.014691388,4750.78710938
60.015141533,4779.65496826
62.015593070,4716.01281738
64.016100069,4757.35083008
66.016546741,4783.95800781
68.016998677,4797.95159912
70.017447786,4793.55377197
72.017892775,4796.35534668
74.018338652,4799.23901367
76.018877507,4727.28735352
79.020067193,1.23547363281
