timestamp,CBO.LLC_DDIO_MEM_TOTAL_BYTES
0.902397133,0.169311523438
1.703780502,0.191040039062
2.505154985,0.320922851562
3.307085295,0.246154785156
4.108855180,0.17724609375
4.910691367,0.16357421875
5.712309700,0.148132324219
6.513937462,0.246215820312
7.315586402,0.158935546875
8.117288173,599.001708984
8.918976138,597.838195801
9.720674206,597.95526123
10.522371968,597.75592041
11.324071619,597.466186523
12.125789597,598.083312988
12.927489544,598.445861816
13.729244743,597.98425293
14.530944950,598.257263184
15.332635606,597.957824707
16.134339416,597.843994141
16.936025273,597.609313965
17.737742244,597.794616699
18.539452307,597.038269043
19.341148038,597.640625
20.142850276,597.464294434
20.944534639,597.995483398
21.746237977,597.464172363
22.547933689,598.233093262
23.349625289,597.796142578
24.151321550,598.044616699
24.953009654,597.920043945
25.754714683,597.680603027
26.556406968,597.575378418
27.358103172,597.30255127
28.159786233,597.559692383
28.961470296,598.601928711
29.763170016,598.169494629
30.564847020,598.458618164
31.366564898,598.493530273
32.168290016,598.47277832
32.970010961,597.647827148
33.771707258,597.519470215
34.573418959,598.113952637
35.375114999,598.552001953
36.176804433,597.308959961
36.978475236,597.856567383
37.780187549,597.696228027
38.581877066,598.02545166
39.383595845,596.987792969
40.185316385,597.596496582
40.987026567,597.927307129
41.788748232,598.296813965
42.590507042,597.841247559
43.392226887,597.565795898
44.093733347,596.80657959
44.895457524,598.498291016
45.697171246,597.724853516
46.498872779,598.177978516
47.300565617,597.77935791
48.102256719,598.818603516
48.903956127,596.801330566
49.705656704,597.279174805
50.507325250,598.345581055
51.309016694,598.028869629
52.110676698,597.747558594
52.912374946,597.435241699
53.714056713,597.863037109
54.515745688,598.468017578
55.317451719,598.130432129
56.119159454,598.561767578
56.920849888,598.316467285
57.722557135,597.691772461
58.524263239,597.836486816
59.325991114,597.737487793
60.127694254,597.820129395
60.929408798,597.971069336
61.731115077,597.380432129
62.532816179,597.586853027
63.334576417,597.646057129
64.136279277,597.799133301
64.937961440,598.960144043
65.739663485,597.116271973
66.541381895,597.129821777
67.343088611,597.961975098
68.144780839,598.436401367
68.946450008,597.967590332
69.748149868,597.494262695
70.549844533,598.309326172
71.351526326,597.461608887
72.153237462,598.267578125
72.954942257,597.838134766
73.756637879,597.609558105
74.558335408,597.975158691
75.360037914,597.637634277
76.161728277,598.210083008
76.963413905,598.409301758
77.765106685,596.91583252
78.566814567,598.635803223
79.368516661,598.16619873
80.170243816,598.788024902
80.971955510,598.001342773
81.773662109,598.025878906
82.575363841,597.791381836
83.377047017,597.674987793
84.178775671,597.591125488
84.980460741,597.911865234
85.782160926,597.649902344
86.583847419,597.709350586
87.385577764,597.828796387
88.187297303,598.165771484
88.989015011,598.216186523
89.790740270,598.698364258
90.492241366,579.918762207
91.293985056,598.739501953
92.095702551,597.503845215
92.897426910,598.044677734
93.699111390,597.891235352
94.500826875,597.279968262
95.302517717,597.498718262
96.104201467,597.415161133
96.905896994,597.955322266
97.707596673,598.010253906
98.509816124,0.140563964844
99.312826225,0.235961914062
100.115674433,0.249755859375
