time elapsed,timestamp,S0.iMC0.MEM_BW_TOTAL,S0.iMC1.MEM_BW_TOTAL,S0.iMC2.MEM_BW_TOTAL,totalmembw
759,76.26523207,0.000171244,5.25E-06,0.0001297,0.003061891
760,76.36573601,0.001267076,1.62E-05,0.000130355,0.014135838
761,76.46625373,0.001270175,1.88E-05,0.000128508,0.014174581
762,76.56678906,0.001267374,1.66E-05,0.000146866,0.014308095
763,76.66736514,0.001267731,1.54E-05,0.000118196,0.014013648
764,76.76793461,0.00071907,1.06E-05,0.000130773,0.00860393
765,76.86846548,0.000173807,0.000106871,0.00028348,0.00564158
766,76.96897197,0.001262307,2.30E-05,0.000117302,0.014026165
767,77.06948023,0.001269698,1.63E-05,0.00013876,0.014247894
768,77.16999117,0.001268506,1.59E-05,0.000119567,0.014039278
769,77.27053598,0.0012694,1.55E-05,0.000131726,0.014166236
770,77.37104332,0.001268387,1.67E-05,0.000123203,0.014083385
771,77.47155307,0.001267791,1.79E-05,0.000129759,0.014154315
772,77.57206338,0.001266241,1.77E-05,0.000119686,0.014036298
773,77.67263716,0.001266539,1.77E-05,0.000116289,0.014005303
774,77.77321421,5.76E-05,4.35E-06,0.000121355,0.001832843
775,77.87372337,3.02E-05,2.56E-06,0.000108778,0.001415014
776,77.97424866,0.001267612,2.16E-05,0.000126004,0.014152527
777,78.0747603,0.001266301,1.68E-05,0.000127792,0.014109015
778,78.17527349,0.001267254,1.59E-05,0.000120699,0.014038086
779,78.27578347,0.001267612,1.57E-05,0.000146747,0.014300346
780,78.3762942,0.00126636,1.56E-05,0.000111282,0.01393199
781,78.47680617,0.001269519,1.57E-05,0.000136852,0.014220476
782,78.57732728,0.001268804,1.55E-05,0.000123739,0.014080405
783,78.6779046,0.001269519,1.73E-05,0.00011903,0.014058352
784,78.77847858,0.000182748,7.03E-06,0.000127494,0.003172755
785,78.8789566,0.000875473,1.56E-05,0.000122249,0.01013279
786,78.97942623,0.001266062,1.76E-05,0.000142038,0.014257431
787,79.07990348,0.001266479,1.84E-05,0.000120699,0.014055371
788,79.18041569,0.00126636,1.72E-05,0.000122607,0.014061928
789,79.28092667,0.001267672,1.75E-05,0.000135124,0.014203191
790,79.38142835,0.001266539,1.78E-05,0.000111222,0.013955235
791,79.48193673,0.001266479,1.73E-05,0.0001387,0.014225245
792,79.58253922,0.001267791,1.56E-05,0.000127614,0.014110208
793,79.6831025,0.001170337,1.56E-05,0.000121534,0.013074279
794,79.78364036,3.71E-05,2.44E-06,0.00012964,0.001692176
795,79.88405979,0.001492262,0.000280857,0.000537157,0.02310276
796,79.98437351,0.00128597,3.22E-05,0.00017786,0.01496017
797,80.08467392,0.001264095,2.53E-05,0.000122309,0.01411736
798,80.18497641,0.00126487,1.69E-05,0.000124276,0.014060736
799,80.2852824,0.001268685,1.67E-05,0.000145495,0.014309287
800,80.38557862,0.001266181,1.56E-05,0.00012517,0.01406908
801,80.48588974,0.001266897,1.66E-05,0.000136554,0.014200211
802,80.58620751,0.001267493,1.78E-05,0.000129104,0.014143586
803,80.68651474,0.001266181,1.87E-05,0.000123501,0.014083385
804,80.78678609,0.00126487,1.75E-05,0.00014329,0.014256835
805,80.88705134,0.001338959,9.27E-05,0.000261724,0.016934276
806,80.98732269,0.001297712,4.99E-05,0.000208437,0.015560985
807,81.08758857,0.001265287,1.95E-05,0.000127077,0.014118552
808,81.1878527,0.001263857,1.87E-05,0.000133574,0.014160872
809,81.28811695,0.001263261,1.76E-05,0.000130475,0.014113784
810,81.38838062,0.001265466,1.63E-05,0.000121295,0.014030337
811,81.48864818,0.00126332,1.53E-05,0.000133216,0.014118552
812,81.58891316,0.001265824,1.70E-05,0.000135183,0.014179945
813,81.6891769,0.001279354,3.12E-05,0.000176668,0.014872551
814,81.78945025,0.001265943,1.59E-05,0.000127673,0.01409471
815,81.8897066,0.001472354,0.000224948,0.00042206,0.021193624
816,81.98995889,0.001271427,2.20E-05,0.00014925,0.014426708
817,82.09022783,0.001259565,2.51E-05,0.000122905,0.014075637
818,82.19049052,0.001268625,1.78E-05,0.000140905,0.014273524
819,82.29074602,0.001266956,1.68E-05,0.00012815,0.014119148
820,82.39099999,0.001267016,1.60E-05,0.000109613,0.013926625
821,82.49126333,0.001264334,1.75E-05,0.000134051,0.014158487
822,82.59152698,0.001266003,1.90E-05,0.000123501,0.014085174
823,82.69178604,0.001284063,3.78E-05,0.000189185,0.015110373
824,82.79205291,0.00126332,1.78E-05,0.000124574,0.014056563
825,82.89230612,0.001323581,7.22E-05,0.00022459,0.016203523
826,82.99258854,0.001265049,1.84E-05,0.000145137,0.014285445
827,83.0928697,0.00126487,2.24E-05,0.000115991,0.014032125
828,83.19315216,0.001263678,1.81E-05,0.00014323,0.014249682
829,83.29343282,0.001264155,1.60E-05,0.000120819,0.014010072
830,83.39371497,0.00126487,1.59E-05,0.000122607,0.014033914
831,83.49399633,0.001264095,1.65E-05,0.000135839,0.014163852
832,83.59428614,0.00126487,1.61E-05,0.000120819,0.01401782
833,83.6945695,0.001268983,1.70E-05,0.000147164,0.014331937
834,83.79484883,0.001265407,1.53E-05,0.000123084,0.014038086
835,83.89513762,0.001320124,7.25E-05,0.00022167,0.016142726
836,83.99540929,0.00126493,1.73E-05,0.000146151,0.014284253
837,84.09566962,0.001264215,1.79E-05,0.000118911,0.014010668
838,84.19592812,0.001262069,2.03E-05,0.000142336,0.014247298
839,84.29619084,0.001265109,1.55E-05,0.000113189,0.01393795
840,84.39645192,0.001266181,1.82E-05,0.000121176,0.014055371
841,84.49671236,0.001287103,4.11E-05,0.000211537,0.015397668
842,84.59697179,0.001264215,1.86E-05,0.000116348,0.013991594
843,84.697229,0.00126493,1.83E-05,0.000144005,0.014272332
844,84.7975043,0.001263916,1.56E-05,0.000127912,0.014074445
845,84.89842713,0.007824063,0.006567478,0.009310544,0.23702085
846,84.99915633,0.001601815,0.000349462,0.000810862,0.027621388
847,85.09987705,0.001289248,3.43E-05,0.000160694,0.014842749
848,85.20059115,0.001341105,9.68E-05,0.000313044,0.01750946
849,85.30130037,0.001277864,2.42E-05,0.000136614,0.014386773
850,85.40202204,0.001278281,2.46E-05,0.000140786,0.014436245
851,85.50275072,0.001284361,2.87E-05,0.000166297,0.014793277
852,85.60346923,0.001280844,2.41E-05,0.000146568,0.014514923
853,85.70417712,0.001286328,2.91E-05,0.000170708,0.014861822
854,85.80488419,0.001272202,2.06E-05,0.000126958,0.01419723
855,85.90559018,0.00401026,0.002754569,0.003458679,0.102235079
856,86.00630264,0.001279116,2.83E-05,0.000150502,0.014579296
857,86.10701104,0.001272619,2.04E-05,0.000124931,0.014179945
858,86.20771895,0.00129509,4.32E-05,0.000195324,0.015336275
859,86.30841951,0.001283348,3.13E-05,0.000162482,0.014771223
860,86.40911542,0.001279771,2.81E-05,0.000162423,0.014702678
861,86.50981265,0.001273334,1.91E-05,0.000140727,0.014331341
862,86.61052732,0.001271188,1.79E-05,0.00012517,0.014142394
863,86.71122402,0.001277745,2.43E-05,0.000162661,0.014647245
864,86.8119416,0.001272142,1.71E-05,0.000129282,0.014185309
865,86.91273367,0.006919801,0.005678475,0.007444084,0.200423598
866,87.01329724,0.001433551,0.000172138,0.000437617,0.020433068
867,87.11385006,0.001294911,4.35E-05,0.000169516,0.015079379
868,87.21440615,0.001295567,5.68E-05,0.000237405,0.015897751
869,87.31498259,0.001292467,3.61E-05,0.000165403,0.014939904
870,87.41523758,0.001279235,2.38E-05,0.000150859,0.014539361
871,87.51549919,0.001274347,2.48E-05,0.000134349,0.014334917
872,87.61575827,0.001272798,2.75E-05,0.000149488,0.014498234
873,87.71601295,0.001283109,3.67E-05,0.000176072,0.014958382
874,87.81626605,0.00126791,2.30E-05,0.000126123,0.014170408
875,87.91652306,0.003981411,0.002739429,0.003360569,0.100814104
876,88.01677525,0.001281083,3.28E-05,0.000158608,0.014725327
877,88.11703195,0.0012694,2.14E-05,0.000133336,0.014241338
878,88.21728933,0.0012784,3.73E-05,0.000164747,0.014804006
879,88.31754202,0.001267016,1.86E-05,0.000129879,0.014154911
880,88.41779537,0.001268148,2.04E-05,0.000146151,0.014346838
881,88.51805533,0.001268566,1.93E-05,0.000126064,0.014139414
882,88.61832381,0.001270294,2.15E-05,0.000139475,0.014312267
883,88.7185785,0.001274645,2.43E-05,0.000171721,0.014706254
884,88.81885994,0.001267195,1.77E-05,0.000119388,0.014042854
885,88.91952558,0.009301722,0.008027792,0.00973773,0.270672441
886,89.02006533,0.001536012,0.000281096,0.000623763,0.024408698
887,89.12060943,0.001297534,4.67E-05,0.000188351,0.015326142
888,89.22115075,0.001309276,6.53E-05,0.000270605,0.016451478
889,89.32169029,0.001283348,3.28E-05,0.000150442,0.014666319
890,89.42222799,0.001297295,4.62E-05,0.00021112,0.015546083
891,89.52276733,0.001282275,3.19E-05,0.000148594,0.014628172
892,89.62330183,0.001276433,2.66E-05,0.000154614,0.014576316
893,89.72383897,0.001282394,3.42E-05,0.000170529,0.014871359
894,89.82437369,0.001284659,3.11E-05,0.000143945,0.014596581
895,89.92497755,0.011810243,0.010604501,0.011373222,0.337879658
896,90.02557228,0.008206248,0.006963909,0.007187128,0.22357285
897,90.12615423,0.008186221,0.006954432,0.007144094,0.222847462
898,90.22675693,0.008170903,0.006966829,0.007166982,0.223047137
899,90.32735574,0.008171678,0.006981492,0.007167041,0.223202109
900,90.42794992,0.008149862,0.006959736,0.007121921,0.222315192
901,90.52854629,0.008161545,0.006967545,0.00714314,0.222722292
902,90.62914532,0.008160293,0.006958723,0.007127881,0.222468972
903,90.72974734,0.008159637,0.006954968,0.00711906,0.22233665
904,90.83035197,0.008166552,0.006943226,0.007109821,0.222195983
905,90.93094712,0.008207262,0.006995559,0.00728792,0.224907398
906,91.03154113,0.008167684,0.006946504,0.007124424,0.222386122
907,91.13213309,0.008171201,0.006948471,0.007134914,0.222545862
908,91.2327229,0.008160353,0.006964564,0.007107019,0.222319365
909,91.33331606,0.008149564,0.006944656,0.007098138,0.22192359
910,91.4339121,0.008156896,0.006962836,0.007125437,0.222451687
911,91.53451927,0.008143067,0.006941199,0.007123172,0.222074389
912,91.6351169,0.008170903,0.006959856,0.00713706,0.222678185
913,91.73570936,0.008146584,0.006963134,0.007105052,0.222147703
914,91.83630212,0.008171797,0.006962061,0.007102013,0.222358704
915,91.93689664,0.008152843,0.006960094,0.007140458,0.222533941
916,92.03749631,0.008165479,0.006962001,0.00710839,0.222358704
917,92.13809382,0.008173645,0.006954432,0.007118285,0.222463608
918,92.23869625,0.008154035,0.006948292,0.007133663,0.222359896
919,92.33928887,0.008178234,0.006958485,0.007101119,0.222378373
920,92.43988293,0.008157849,0.006954134,0.007126212,0.222381949
921,92.54047434,0.008243263,0.007049203,0.007257879,0.225503445
922,92.64106992,0.008144379,0.006957948,0.007103205,0.222055316
923,92.74166376,0.008150399,0.00693965,0.007106185,0.221962333
924,92.84222277,0.008177161,0.006960988,0.007106483,0.222446322
925,92.94281879,0.008171082,0.006952941,0.007125914,0.222499371
926,93.04341503,0.008132517,0.006945014,0.007093489,0.221710205
927,93.14401322,0.008170247,0.006947875,0.007141471,0.22259593
928,93.24460835,0.008171558,0.006951034,0.007125258,0.222478509
929,93.34520272,0.008156657,0.006957829,0.007121325,0.222358108
930,93.44579581,0.008145988,0.006953359,0.007128835,0.222281814
931,93.54640103,0.008157253,0.006956398,0.007115602,0.222292542
932,93.6469917,0.008157849,0.006952405,0.007137597,0.222478509
933,93.74758942,0.008156121,0.006947041,0.007091105,0.221942663
934,93.84818014,0.008150637,0.006939948,0.007120371,0.222109556
935,93.94877277,0.008121789,0.006899774,0.007081628,0.221031904
936,94.04936973,0.008152843,0.006966949,0.007115483,0.222352743
937,94.14995888,0.008161128,0.00694567,0.007115066,0.222218633
938,94.25057011,0.008125544,0.006910205,0.007059336,0.220950842
939,94.351167,0.008168221,0.006963193,0.007116973,0.222483873
940,94.45175937,0.008134723,0.006955147,0.007102311,0.221921802
941,94.55235729,0.008170664,0.006934226,0.007117629,0.222225189
942,94.65294758,0.00816083,0.006958902,0.007149041,0.222687721
943,94.75354327,0.008144796,0.006947398,0.00710398,0.221961737
944,94.85413683,0.008144855,0.006942809,0.007147074,0.222347379
945,94.95473843,0.008167982,0.006943285,0.007139742,0.222510099
946,95.05532956,0.008176982,0.006972849,0.007142484,0.22292316
947,95.1559254,0.008177757,0.006973922,0.007142365,0.222940445
948,95.25655488,0.008155942,0.006955743,0.007119238,0.222309232
949,95.35715526,0.008168221,0.006984651,0.007153034,0.223059058
950,95.45775276,0.008145988,0.006962538,0.007130861,0.22239387
951,95.55835204,0.008171976,0.006962895,0.00711894,0.222538114
952,95.65895261,0.008167565,0.006973147,0.007135391,0.222761035
953,95.75955052,0.008180857,0.006951451,0.007110894,0.222432017
954,95.86013855,0.008184195,0.006963313,0.007142246,0.22289753
955,95.96073753,0.008101404,0.006919742,0.007075071,0.220962167
956,96.06132562,0.008166671,0.006959379,0.007110715,0.222367644
957,96.16191518,0.008139372,0.00697118,0.007146358,0.222569108
958,96.26251857,0.00815922,0.006964147,0.007110536,0.222339034
959,96.36311556,0.008178294,0.006955504,0.007145226,0.222790241
960,96.46371346,0.008165717,0.006968498,0.007088423,0.222226381
961,96.56430607,0.00817889,0.006975651,0.007139564,0.222941041
962,96.66489751,0.008173227,0.006942153,0.007143199,0.222585797
963,96.76548919,0.008163869,0.006960511,0.007128716,0.222530961
964,96.86608479,0.008383811,0.007181704,0.007662296,0.232278109
965,96.96668752,0.008157969,0.006947577,0.007119417,0.222249627
966,97.06727928,0.008170903,0.006942332,0.007124901,0.222381353
967,97.16787142,0.008167386,0.006971061,0.007130623,0.222690701
968,97.2684621,0.008130729,0.006952107,0.007111788,0.221946239
969,97.36905344,0.008151472,0.006947994,0.00713253,0.222319961
970,97.46964551,0.008158088,0.006972015,0.007112265,0.222423673
971,97.57022359,0.00815922,0.006942511,0.007142365,0.222440958
972,97.67081589,0.008164465,0.006957769,0.007095158,0.222173929
973,97.77141398,0.008221626,0.007006228,0.007337093,0.225649476
974,97.87200384,0.008183777,0.006934226,0.007133722,0.222517252
975,97.9725945,0.008175731,0.006964982,0.007139742,0.222804546
976,98.07318665,0.008149207,0.006950855,0.007127345,0.222274065
977,98.17378459,0.008163631,0.006958425,0.007124186,0.222462416
978,98.27439025,0.008168697,0.006958187,0.007114351,0.222412348
979,98.37497897,0.008187234,0.006963849,0.007131934,0.222830176
980,98.47557361,0.008141935,0.006966293,0.007109046,0.222172737
981,98.57616545,0.008161068,0.006957829,0.007144809,0.222637057
982,98.67681094,0.008179128,0.006968319,0.007115781,0.222632289
983,98.77740371,0.008169115,0.006958246,0.007109702,0.222370625
984,98.87799293,0.008145928,0.006932259,0.00712359,0.222017765
985,98.97860095,0.008180022,0.006953776,0.007100701,0.222344995
986,99.07918995,0.008162498,0.006950676,0.007142663,0.222558379
987,99.1797863,0.008159637,0.006964505,0.007111609,0.222357512
988,99.28038101,0.008160114,0.006958902,0.007120788,0.222398043
989,99.38097143,0.008177221,0.006954968,0.007140994,0.222731829
990,99.48156555,0.008170664,0.006973624,0.007095993,0.222402811
991,99.58215573,0.008151233,0.006958723,0.00715369,0.222636461
992,99.68275152,0.008143306,0.006948173,0.007090211,0.221816897
993,99.78334297,0.00814569,0.006964326,0.007114112,0.222241282
994,99.88393948,0.008181155,0.006975651,0.007111013,0.222678185
995,99.98453323,0.008179128,0.006941259,0.007113993,0.222343802
996,100.0851298,0.008177698,0.006957293,0.0071401,0.222750902
997,100.1857262,0.00816375,0.006954253,0.007114232,0.222322345
998,100.2863292,0.008158147,0.006968379,0.007111371,0.222378969
999,100.3869173,0.00817889,0.00696373,0.007120371,0.222629905
1000,100.4875052,0.008159339,0.006964386,0.007130802,0.222545266
1001,100.588101,0.008170426,0.006968975,0.007168233,0.223076344
1002,100.6886971,0.00814873,0.006964445,0.007105589,0.222187638
1003,100.7892854,0.008157492,0.006970465,0.007126272,0.222542286
1004,100.8898737,0.008121431,0.006904066,0.007074296,0.22099793
1005,100.9904731,0.008120179,0.006919384,0.007056117,0.220956802
1006,101.0910655,0.008156657,0.00696218,0.00715661,0.222754478
1007,101.1916582,0.008141279,0.006927788,0.007119238,0.221883059
1008,101.2922535,0.008160174,0.006959438,0.007133007,0.222526193
1009,101.3928417,0.008167207,0.006954312,0.00711596,0.222374797
1010,101.4934358,0.008150637,0.006955147,0.007128119,0.222339034
1011,101.5940338,0.008152127,0.006959975,0.007142305,0.222544074
1012,101.6946682,0.00815165,0.006962895,0.007118046,0.222325921
1013,101.7952639,0.008207083,0.006972671,0.00714314,0.223228931
1014,101.8958583,0.00816381,0.00695008,0.007113636,0.222275257
1015,101.9964559,0.008169472,0.00695765,0.007102668,0.222297907
1016,102.0970554,0.00818634,0.006962895,0.007180274,0.223295093
1017,102.1976537,0.008154273,0.006958246,0.007102609,0.222151279
1018,102.2982234,0.008158803,0.006948471,0.007130861,0.222381353
1019,102.3988139,0.008170605,0.006949365,0.007133186,0.222531557
1020,102.4994047,0.008192539,0.006967843,0.007193983,0.223543644
1021,102.5999977,0.008166552,0.006978035,0.007121921,0.222665071
1022,102.7005919,0.008133531,0.006971896,0.007121027,0.222264528
1023,102.8011816,0.008192122,0.006940722,0.007134259,0.222671032
1024,102.9017702,0.008140385,0.00694412,0.007122517,0.222070217
1025,103.0023725,0.008166492,0.006949306,0.007123113,0.222389102
1026,103.1029678,0.008193016,0.006963909,0.007133663,0.222905874
1027,103.2035653,0.008168697,0.006962657,0.007102311,0.22233665
1028,103.3041574,0.008162975,0.006969213,0.007133842,0.222660303
1029,103.4047512,0.008171201,0.006973386,0.007132828,0.222774148
1030,103.5053366,0.008166432,0.006960094,0.00710094,0.222274661
1031,103.6059332,0.008113861,0.006924689,0.007104993,0.221435428
1032,103.7065358,0.008169353,0.006952107,0.007087171,0.22208631
1033,103.8071362,0.008159995,0.006946027,0.007124841,0.222308636
1034,103.9077278,0.008203745,0.006995976,0.007160425,0.22360146
1035,104.008314,0.00816977,0.006936431,0.007122934,0.22229135
1036,104.108903,0.008122802,0.00690788,0.007068813,0.220994949
1037,104.209495,0.008152425,0.00696367,0.007119238,0.222353339
1038,104.3100888,0.008168459,0.006952822,0.007147551,0.222688317
1039,104.4106961,0.008185863,0.006971002,0.007133186,0.22290051
1040,104.5112855,0.008175135,0.006953955,0.007137537,0.222666264
1041,104.6118758,0.008097589,0.006910741,0.00706619,0.220745206
1042,104.7124712,0.008135855,0.006957948,0.00711143,0.222052336
1043,104.8131848,0.00815022,0.006960809,0.007128239,0.222392678
1044,104.913569,0.003278673,0.002019882,0.004369855,0.096684098
1045,105.0139495,0.001291394,3.94E-05,0.000189066,0.015198588
1046,105.1143187,0.001273513,2.30E-05,0.000126719,0.014232397
1047,105.2148973,0.000800014,1.91E-05,0.000123858,0.009430051
1048,105.3154721,4.66E-05,6.85E-06,0.000129879,0.001833439
1049,105.4160438,3.12E-05,6.08E-06,0.000118792,0.00156045
1050,105.5166126,4.61E-05,5.19E-06,0.000137269,0.001885891
1051,105.617185,3.22E-05,5.66E-06,0.00010252,0.001404285
1052,105.7177515,3.91E-05,7.09E-06,0.000106692,0.001528859
1053,105.8183257,3.67E-05,4.35E-06,0.00012219,0.001632571
1054,105.9189227,4.04E-05,6.44E-06,0.000116944,0.00163734
1055,106.0194991,3.80E-05,3.22E-06,0.000114858,0.00156045
1056,106.1200756,0.00025326,0.000210285,0.000581086,0.01044631
1057,106.220655,5.57E-05,6.79E-06,0.000120819,0.001833439
1058,106.3212261,5.58E-05,4.71E-06,0.000131369,0.001918674
1059,106.4217987,3.03E-05,3.22E-06,0.000106156,0.001396537
1060,106.5223749,5.20E-05,7.03E-06,0.000134945,0.001940131
1061,106.6229167,4.79E-05,9.89E-06,0.000119686,0.00177443
1062,106.7234904,5.25E-05,1.31E-05,0.000109851,0.001754165
1063,106.8240632,3.53E-05,3.99E-06,0.00012368,0.001629591
1064,106.9246384,0.000116348,4.71E-05,0.000200689,0.003641248
1065,107.025205,3.59E-05,5.90E-06,0.000121176,0.001629591
1066,107.1257782,2.81E-05,5.19E-06,0.00011754,0.001508594
1067,107.2263284,3.37E-05,5.19E-06,0.000106394,0.001453161
1068,107.326905,2.88E-05,3.22E-06,0.000124753,0.001568198
1069,107.4274946,2.70E-05,3.16E-06,0.000107169,0.001373291
1070,107.5280442,4.48E-05,3.58E-06,0.000130355,0.001787543
1071,107.6285867,0.000970125,2.79E-05,0.000155687,0.011537075
1072,107.7291604,5.91E-05,7.09E-06,0.000113964,0.001801848
1073,107.8297294,2.84E-05,3.64E-06,0.000112295,0.001443028
1074,107.9303029,3.34E-05,3.04E-06,0.000111043,0.001474619
1075,108.0308819,5.01E-05,1.39E-05,0.000132322,0.001963377
1076,108.131458,3.06E-05,3.40E-06,9.97E-05,0.001336336
1077,108.2320349,4.45E-05,3.34E-06,0.00011915,0.001669526
1078,108.3326073,2.70E-05,4.11E-06,0.000109434,0.001405478
1079,108.433181,3.25E-05,5.07E-06,0.00010103,0.001385808
1080,108.533758,4.40E-05,5.19E-06,0.000122845,0.001720786
1081,108.6343438,3.27E-05,3.99E-06,0.000105262,0.001419187
1082,108.7349777,4.61E-05,3.64E-06,0.000124633,0.001744032
1083,108.8355992,3.12E-05,5.78E-06,0.000112593,0.001496077
1084,108.9362246,3.03E-05,4.77E-06,0.000101864,0.001369119
1085,109.0368485,3.90E-05,2.74E-06,0.000121653,0.001633763
1086,109.137463,3.20E-05,3.40E-06,0.000109732,0.001451373
1087,109.2380313,4.26E-05,3.58E-06,0.000132501,0.001786947
1088,109.3386341,3.11E-05,2.26E-06,0.000100613,0.001339316
1089,109.43921,3.95E-05,4.23E-06,0.000109494,0.001532435
1090,109.5397844,4.57E-05,4.05E-06,0.000121713,0.001714826
1091,109.6403657,2.89E-05,3.81E-06,9.62E-05,0.001289248
1092,109.7409811,4.81E-05,8.94E-06,0.000129521,0.001865625
1093,109.8415994,3.69E-05,5.07E-06,0.000112355,0.001543164
1094,109.9422287,5.27E-05,1.31E-05,0.000134587,0.002003312
1095,110.0428587,3.84E-05,5.13E-06,0.000132561,0.001760721
1096,110.1434676,3.02E-05,5.13E-06,0.00010848,0.001437664
1097,110.2440488,6.69E-05,4.89E-06,0.000125587,0.00197351
1098,110.3446225,4.50E-05,4.59E-06,0.000107586,0.001571774
1099,110.4452017,3.24E-05,3.64E-06,0.000105917,0.001419783
1100,110.5457721,3.96E-05,3.70E-06,0.000124753,0.001680255
1101,110.646339,2.88E-05,4.17E-06,0.000105679,0.001387
1102,110.7469184,4.64E-05,5.13E-06,0.000119448,0.001710057
1103,110.8474874,3.30E-05,4.35E-06,0.000105262,0.001425743
1104,110.9480633,5.97E-05,5.96E-06,0.000120401,0.001860261
1105,111.0486348,2.57E-05,2.68E-06,0.000112891,0.00141263
1106,111.1492021,2.98E-05,2.98E-06,0.000105441,0.001382232
1107,111.2497856,5.26E-05,4.23E-06,0.000126719,0.001835227
1108,111.3503599,2.96E-05,3.16E-06,0.000106812,0.001395345
1109,111.4509349,3.71E-05,4.05E-06,0.000115573,0.001567006
1110,111.5515088,3.05E-05,5.01E-06,0.000108719,0.001441836
1111,111.6520922,2.77E-05,4.77E-06,0.000102937,0.001353621
1112,111.7526626,4.82E-05,5.42E-06,0.00012368,0.001773238
1113,111.8532382,3.31E-05,5.42E-06,0.000105977,0.001445413
1114,111.9538207,3.84E-05,4.41E-06,0.000122488,0.001652837
1115,112.0544269,2.32E-05,4.29E-06,0.000113368,0.001409054
1116,112.1549931,2.93E-05,5.07E-06,0.000105202,0.001395941
1117,112.2555665,4.30E-05,3.58E-06,0.000127196,0.001737475
1118,112.3561363,2.79E-05,2.32E-06,0.000104487,0.001347065
1119,112.4567086,4.26E-05,4.59E-06,0.000124931,0.001720786
1120,112.557284,3.16E-05,2.44E-06,0.000105798,0.001398325
1121,112.6578527,2.77E-05,2.68E-06,0.000102937,0.00133276
1122,112.7584482,5.34E-05,7.33E-06,0.000136375,0.001971126
1123,112.8590188,3.99E-05,1.23E-05,0.000118315,0.001705289
1124,112.9595876,4.02E-05,3.52E-06,0.000116765,0.001604557
1125,113.0601566,2.53E-05,2.32E-06,0.000110805,0.00138402
1126,113.1607308,3.41E-05,4.47E-06,0.000104308,0.001428723
1127,113.2612979,4.32E-05,5.01E-06,0.0001297,0.001778603
1128,113.361873,3.23E-05,5.48E-06,0.000109494,0.001472831
1129,113.4624855,4.46E-05,5.54E-06,0.000124574,0.001747012
1130,113.5630574,2.99E-05,3.76E-06,0.000106454,0.001400709
1131,113.6636307,4.32E-05,1.44E-05,0.000131786,0.001893044
1132,113.7641984,4.32E-05,2.86E-06,0.00012213,0.001682043
1133,113.8647682,2.88E-05,3.28E-06,0.000114381,0.001464486
1134,113.9653381,3.82E-05,2.26E-06,0.000123322,0.001637936
1135,114.0659153,2.31E-05,2.03E-06,0.000103295,0.001283884
1136,114.1665202,3.32E-05,5.30E-06,0.000108719,0.001472235
1137,114.2671057,6.34E-05,4.41E-06,0.000131607,0.001994371
1138,114.3676803,4.77E-05,3.34E-06,0.000108838,0.001598597
1139,114.4682548,4.72E-05,3.76E-06,0.000132561,0.001835227
1140,114.5688238,3.07E-05,3.93E-06,0.000111461,0.00146091
1141,114.6693977,4.32E-05,6.68E-06,0.000120461,0.001702905
1142,114.7699509,3.04E-05,5.19E-06,0.000114501,0.001500845
1143,114.8704347,0.000609994,0.000196815,0.000428319,0.012351274
1144,114.9707196,0.001281559,3.02E-05,0.000171423,0.014831424
1145,115.0709953,0.001264989,1.87E-05,0.000115514,0.01399219
1146,115.1712936,0.00126642,2.01E-05,0.000131071,0.014176369
1147,115.2715998,0.00126493,1.91E-05,0.000129282,0.014132857
1148,115.3718978,0.001265109,1.66E-05,0.000122428,0.014041066
1149,115.4722009,0.00126493,1.65E-05,0.000135899,0.014173388
1150,115.5725016,0.001264036,1.57E-05,0.000128925,0.014086366
1151,115.6728,0.001265883,1.66E-05,0.000142097,0.014246106
1152,115.773062,0.001266897,1.61E-05,0.000121951,0.014049411
1153,115.8733267,0.00128901,5.07E-05,0.00020051,0.015402436
1154,115.9735939,0.00126642,1.91E-05,0.000149786,0.014353395
1155,116.0738574,0.001264632,1.61E-05,0.000124097,0.014048219
1156,116.1741137,0.001266956,1.62E-05,0.000140607,0.014237761
1157,116.2743897,0.001265705,1.67E-05,0.000115871,0.013982654
1158,116.3746505,0.001267076,1.62E-05,0.000116527,0.013997555
1159,116.4749183,0.001267195,1.95E-05,0.000150263,0.014369488
1160,116.5751791,0.001264811,1.84E-05,0.000117302,0.014005303
1161,116.6754417,0.00126493,1.84E-05,0.000132382,0.014156699
1162,116.7757022,0.001263618,1.78E-05,0.000122607,0.014039874
1163,116.8759639,0.001297414,5.26E-05,0.000233769,0.01583755
1164,116.9762156,0.001264036,1.82E-05,0.000145137,0.014273524
1165,117.076457,0.001263201,1.76E-05,0.000121057,0.014018416
1166,117.1767094,0.001264274,1.75E-05,0.000135899,0.014176965
1167,117.2769603,0.001264393,1.64E-05,0.000124335,0.014051199
1168,117.3772117,0.001264155,1.66E-05,0.000119686,0.014004111
1169,117.4774693,0.001265049,1.66E-05,0.000148475,0.014300942
1170,117.577729,0.00126487,1.72E-05,0.000124812,0.014068484
1171,117.6779937,0.001268804,1.76E-05,0.000141084,0.014274716
1172,117.7782551,0.001266897,1.75E-05,0.000120938,0.014052987
1173,117.8785255,0.001283109,3.18E-05,0.00018239,0.014972687
1174,117.9787958,0.00125891,2.32E-05,0.000139475,0.014216304
1175,118.0790725,0.001266837,1.63E-05,0.000122368,0.014054775
1176,118.1793576,0.001268804,1.73E-05,0.00014478,0.014308691
1177,118.2796419,0.001266181,1.62E-05,0.000120521,0.014029145
