time elapsed,timestamp,S0.iMC0.MEM_BW_TOTAL,S0.iMC1.MEM_BW_TOTAL,S0.iMC2.MEM_BW_TOTAL,totalmembw
9872,992.4181432,0.00012821,0.000198483,0.000349939,0.006766319
9873,992.518751,6.50E-06,3.54E-05,0.000108898,0.001507998
9874,992.6192932,6.68E-06,4.51E-05,0.00011915,0.001708865
9875,992.7198684,4.89E-06,3.15E-05,0.000109076,0.001454949
9876,992.8204439,4.41E-06,2.78E-05,0.000106931,0.001391768
9877,992.9210191,4.89E-06,3.95E-05,0.000126064,0.001704693
9878,993.0215958,3.04E-06,2.75E-05,0.000106394,0.001369119
9879,993.1221649,4.05E-06,4.26E-05,0.000117779,0.001643896
9880,993.2227625,3.46E-06,2.54E-05,0.000107467,0.001363158
9881,993.3233353,3.58E-06,2.93E-05,0.000106394,0.001392365
9882,993.4239097,4.11E-06,4.05E-05,0.00012213,0.001667738
9883,993.5244854,3.99E-06,3.13E-05,0.000101089,0.001363754
9884,993.6250616,2.46E-05,7.67E-05,0.000169098,0.002704263
9885,993.7256223,4.83E-06,3.61E-05,0.000110984,0.001519322
9886,993.826188,3.99E-06,3.10E-05,0.000106812,0.001417994
9887,993.9267718,6.50E-06,4.04E-05,0.000123739,0.001705885
9888,994.0273383,6.20E-06,2.65E-05,0.000102162,0.001348257
9889,994.1279156,4.41E-06,3.70E-05,0.00012666,0.001680851
9890,994.2284938,5.42E-06,4.95E-05,0.000108898,0.001637936
9891,994.3290684,5.36E-06,5.16E-05,0.000100672,0.001576543
9892,994.4296376,3.28E-06,4.05E-05,0.000116706,0.001605153
9893,994.5302269,3.46E-06,2.78E-05,0.000107288,0.001385212
9894,994.6308049,3.87E-06,4.64E-05,0.000122845,0.001730919
9895,994.7313912,4.05E-06,3.89E-05,0.000114024,0.00156939
9896,994.8319608,4.29E-06,3.59E-05,0.000104427,0.001446009
9897,994.9325419,5.42E-06,4.54E-05,0.000131607,0.001823902
9898,995.0331178,3.58E-06,2.15E-05,0.000115156,0.001401901
9899,995.1336892,4.65E-06,4.01E-05,0.000119269,0.00164032
9900,995.2342668,3.70E-06,2.52E-05,0.000103712,0.001326203
9901,995.3348399,5.84E-06,2.90E-05,0.000102758,0.001376271
9902,995.4354136,5.98E-05,0.000110209,0.000228882,0.003989339
9903,995.5360225,3.99E-06,2.74E-05,0.00010407,0.001354814
9904,995.6366011,1.67E-05,5.79E-05,0.000150204,0.002248883
9905,995.7371792,6.85E-06,3.43E-05,0.000103593,0.001447797
9906,995.8377542,6.38E-06,4.42E-05,0.000126243,0.00176847
9907,995.9383232,4.65E-06,2.84E-05,0.000114679,0.001477003
9908,996.0389004,3.46E-06,2.89E-05,0.000107229,0.001395941
9909,996.1394788,3.40E-06,3.96E-05,0.000121355,0.0016433
9910,996.2400576,2.98E-06,2.88E-05,0.000100553,0.001323819
9911,996.3406331,4.83E-06,4.35E-05,0.000120878,0.00169158
9912,996.4412034,9.36E-06,3.96E-05,0.000125885,0.001748204
9913,996.5417836,3.93E-06,2.82E-05,0.000100672,0.001327991
9914,996.642367,3.70E-06,4.91E-05,0.000124097,0.001769066
9915,996.7429631,3.64E-06,3.95E-05,0.0001176,0.001607537
9916,996.843562,8.36E-05,0.000161052,0.000338912,0.005835891
9917,996.9441545,3.70E-06,3.19E-05,0.000105143,0.001407862
9918,997.0447481,4.05E-06,2.25E-05,0.000103891,0.001304746
9919,997.1453358,5.60E-06,3.74E-05,0.000122786,0.001658201
9920,997.2459402,5.72E-06,2.95E-05,0.000103712,0.001389384
9921,997.3465864,3.87E-06,3.73E-05,0.000122368,0.001635551
9922,997.4472257,3.16E-06,2.69E-05,0.000105143,0.001351833
9923,997.5478304,1.58E-05,5.16E-05,0.000127912,0.001952648
9924,997.6484215,5.60E-06,4.44E-05,0.000134945,0.001849532
9925,997.7490538,1.25E-05,4.81E-05,0.000138998,0.001995564
9926,997.8496765,0.0012905,0.001441658,0.00338763,0.061197877
9927,997.9501773,0.000271678,0.000617981,0.000644565,0.015342236
9928,998.0505342,3.53E-05,0.001280725,0.000159681,0.014756918
9929,998.150846,4.32E-05,0.001285553,0.000210226,0.015389919
9930,998.2511467,2.25E-05,0.001263916,0.000129938,0.014163852
9931,998.3514481,2.26E-05,0.001262963,0.000147939,0.014335513
9932,998.4517558,4.03E-05,0.001281083,0.000186861,0.015082359
9933,998.5520529,2.06E-05,0.001270354,0.000130475,0.014214516
9934,998.6523482,2.07E-05,0.001262844,0.000153899,0.014374852
9935,998.752659,1.93E-05,0.001261592,0.000119686,0.014005303
9936,998.8529248,2.15E-05,0.001261473,0.000137985,0.014209151
9937,998.9531877,5.13E-05,0.001292646,0.000225186,0.015690923
9938,999.0534494,2.20E-05,0.001261473,0.00012362,0.014070868
9939,999.1537119,2.60E-05,0.001265109,0.000203669,0.014947653
9940,999.2539873,0.000266135,0.001506805,0.000790656,0.025635958
9941,999.3542372,1.99E-05,0.001263499,0.000143945,0.014273524
9942,999.4545124,1.96E-05,0.001262963,0.000118494,0.014010668
9943,999.5547814,0.000115037,0.001361489,0.000459492,0.019360185
9944,999.6550494,2.12E-05,0.001263976,0.000135601,0.014207959
9945,999.7553101,1.91E-05,0.001263916,0.000124156,0.014072061
9946,999.8555738,2.05E-05,0.001263142,0.000145018,0.014286637
9947,999.9558261,6.33E-05,0.001305401,0.000260592,0.01629293
9948,1000.056078,1.94E-05,0.001260698,0.000134468,0.014145374
9949,1000.156334,2.00E-05,0.001260221,0.000131905,0.014121532
9950,1000.256586,1.87E-05,0.001260459,0.000120938,0.014001131
9951,1000.356837,2.10E-05,0.001260579,0.000144124,0.014257431
9952,1000.457098,2.38E-05,0.001263559,0.000141263,0.014286637
9953,1000.55735,2.31E-05,0.001263261,0.000142574,0.014289021
9954,1000.657601,1.44E-05,0.001269162,0.000128329,0.014119148
9955,1000.757853,2.10E-05,0.001260817,0.000114799,0.01396656
9956,1000.858106,2.19E-05,0.001260757,0.000136018,0.014186502
9957,1000.9584,3.68E-05,0.001278877,0.000183165,0.014988184
9958,1001.058683,2.87E-05,0.00126946,0.000152826,0.014510155
9959,1001.158956,1.97E-05,0.001262724,0.000115693,0.013980865
9960,1001.259236,1.89E-05,0.001263201,0.000117838,0.013999343
9961,1001.35951,2.01E-05,0.001263678,0.00014621,0.014300346
9962,1001.459797,1.86E-05,0.001261532,0.000123501,0.014036298
9963,1001.560074,1.98E-05,0.001261592,0.000136852,0.014182329
9964,1001.660358,4.32E-05,0.001291871,0.000209987,0.01545012
9965,1001.760635,1.95E-05,0.001263499,0.000124037,0.014070272
9966,1001.860919,1.93E-05,0.001261055,0.000141084,0.014214516
9967,1001.961208,0.001475096,0.002721667,0.003018439,0.072152019
9968,1002.06146,5.30E-05,0.001295388,0.000257373,0.016057491
9969,1002.161714,2.73E-05,0.00126791,0.000154078,0.014492869
9970,1002.261963,2.62E-05,0.001266599,0.000154734,0.014475584
9971,1002.362229,2.29E-05,0.001262665,0.00015229,0.014379025
9972,1002.46249,2.32E-05,0.001261592,0.000120401,0.014051795
9973,1002.562739,2.28E-05,0.001263857,0.000146687,0.014333129
9974,1002.662988,1.90E-05,0.001271009,0.000136137,0.014261603
9975,1002.763235,2.41E-05,0.001264155,0.000132263,0.014205575
9976,1002.863499,2.15E-05,0.001261413,0.00013876,0.0142169
9977,1002.964342,0.003932476,0.005176842,0.005853355,0.149626732
9978,1003.065064,0.000167668,0.001412988,0.000449896,0.020305514
9979,1003.16577,3.25E-05,0.001284003,0.000153124,0.014696717
9980,1003.266491,4.14E-05,0.001293719,0.000191689,0.015268326
9981,1003.367207,3.05E-05,0.001277208,0.000170648,0.014783144
9982,1003.46795,0.000325739,0.001569808,0.000706077,0.026016235
9983,1003.568655,2.75E-05,0.001275241,0.000162244,0.01464963
9984,1003.669357,3.09E-05,0.001283884,0.000138581,0.014533401
9985,1003.77007,7.70E-05,0.001324058,0.000272512,0.016735792
9986,1003.8708,2.57E-05,0.001272976,0.000154555,0.014532208
9987,1003.971468,0.007817745,0.009076655,0.009520352,0.26414752
9988,1004.071723,0.000285625,0.001526535,0.000655234,0.024673939
9989,1004.171982,5.54E-05,0.001291752,0.000191033,0.015382171
9990,1004.272241,5.49E-05,0.001293778,0.000232399,0.015810728
9991,1004.372509,4.13E-05,0.001281679,0.000176191,0.01499176
9992,1004.472768,0.00017035,0.001412868,0.000547528,0.021307468
9993,1004.573028,4.08E-05,0.001282871,0.000186086,0.015097857
9994,1004.673282,3.53E-05,0.0012784,0.000146389,0.014600754
9995,1004.773542,3.71E-05,0.001278222,0.00017333,0.014886856
9996,1004.87381,2.73E-05,0.001269817,0.000133574,0.014306903
9997,1004.974064,0.002928793,0.004162848,0.00356102,0.106526613
9998,1005.074332,2.88E-05,0.001271486,0.000163138,0.014634728
9999,1005.174586,2.53E-05,0.001266658,0.000135124,0.014270544
10000,1005.274839,5.83E-05,0.001300216,0.000213206,0.015717149
10001,1005.37511,2.08E-05,0.001262486,0.000118852,0.014021397
10002,1005.475375,0.000300586,0.001543641,0.000644445,0.024886727
10003,1005.576063,3.43E-05,0.001136899,0.000318646,0.014898777
10004,1005.676318,0.000585794,0.000586927,0.00257659,0.03749311
10005,1005.776583,3.46E-05,4.07E-05,0.001426399,0.015016794
10006,1005.876863,3.92E-05,3.30E-05,0.001406431,0.01478672
10007,1005.977548,0.008952141,0.008981884,0.014134169,0.32068193
10008,1006.07809,0.000307679,0.000298798,0.001968205,0.025746822
10009,1006.178644,0.000222147,0.00021863,0.001788914,0.022296906
10010,1006.279189,8.97E-05,8.46E-05,0.001609266,0.017835498
10011,1006.379731,0.000101805,9.92E-05,0.001536191,0.01737237
10012,1006.480269,4.83E-05,4.83E-05,0.00144583,0.01542449
10013,1006.580807,5.70E-05,5.48E-05,0.001501024,0.016129017
10014,1006.68135,4.04E-05,3.57E-05,0.00143671,0.015128255
10015,1006.781893,3.96E-05,3.81E-05,0.001430571,0.015082955
10016,1006.882442,0.000220537,0.000221491,0.001968384,0.024104118
10017,1006.983059,0.005732059,0.005715072,0.008047581,0.194947124
10018,1007.083689,0.002451539,0.002455235,0.003957987,0.088647604
10019,1007.184282,0.002365172,0.002384007,0.00377357,0.085227489
10020,1007.284881,0.002320766,0.002312303,0.003712654,0.083457232
10021,1007.385485,0.002655685,0.002647161,0.004556477,0.098593235
10022,1007.486086,0.002285004,0.002293169,0.003651023,0.082291961
10023,1007.586689,0.002282262,0.002282202,0.003658533,0.082229972
10024,1007.687287,0.002415895,0.002410293,0.004027426,0.088536143
10025,1007.787881,0.002259731,0.002250493,0.003618002,0.081282258
10026,1007.888472,0.002253532,0.002229691,0.003592372,0.080755949
10027,1007.989065,0.00224781,0.00224781,0.003598094,0.080937147
10028,1008.089658,0.002249122,0.002228856,0.003591835,0.080698133
10029,1008.190224,0.002243996,0.00221473,0.003584862,0.080435872
10030,1008.290825,0.002230585,0.00222981,0.003593802,0.080541968
10031,1008.391422,0.002232134,0.002221286,0.003566742,0.080201626
10032,1008.492023,0.002252102,0.002248168,0.003688216,0.081884861
10033,1008.592626,0.00222826,0.002209723,0.00356853,0.080065131
10034,1008.693219,0.002230108,0.002221763,0.003574669,0.080265403
10035,1008.793815,0.002235949,0.002209961,0.003575325,0.080212355
10036,1008.894421,0.00221473,0.002215326,0.003564239,0.079942942
10037,1008.995019,0.002458513,0.002456486,0.004223943,0.091389418
10038,1009.095615,0.002218366,0.00221467,0.003573716,0.080067515
10039,1009.196216,0.002229035,0.002213061,0.003562152,0.080042481
10040,1009.296812,0.002227485,0.002206564,0.003582776,0.080168247
10041,1009.397405,0.002229333,0.002221227,0.003565431,0.080159903
10042,1009.498,0.002212226,0.002209127,0.003569067,0.079904199
10043,1009.598608,0.002264917,0.002254367,0.00366807,0.081873536
10044,1009.699199,0.002217591,0.002208352,0.003543198,0.07969141
10045,1009.7998,0.002209187,0.002204239,0.003571093,0.07984519
10046,1009.900398,0.002214551,0.002220154,0.003552437,0.079871416
10047,1010.000984,0.002215505,0.002213657,0.003574431,0.080035925
10048,1010.101574,0.002221525,0.002201021,0.003554821,0.079773664
10049,1010.202174,0.002223015,0.00221628,0.003561795,0.080010891
10050,1010.302767,0.00222832,0.002204418,0.00358367,0.080164075
10051,1010.403362,0.002214551,0.002212405,0.003553152,0.079801083
10052,1010.503962,0.002266884,0.002261043,0.003677547,0.082054734
10053,1010.604566,0.00222826,0.002197444,0.003546238,0.079719424
10054,1010.705164,0.002228558,0.00222528,0.003565907,0.080197453
10055,1010.805757,0.00221765,0.002201974,0.003572881,0.07992506
10056,1010.906361,0.002210736,0.002213478,0.003553689,0.079779029
10057,1011.006963,0.002218187,0.002206981,0.003566802,0.079919696
10058,1011.107557,0.002221882,0.002218127,0.003547609,0.079876184
10059,1011.208157,0.00221622,0.002209425,0.003540635,0.0796628
10060,1011.308751,0.00222224,0.002202451,0.003561556,0.079862475
10061,1011.409351,0.00223434,0.002224386,0.00359118,0.080499053
10062,1011.509945,0.002222061,0.002202988,0.003566265,0.079913139
10063,1011.610555,0.002224386,0.00221163,0.003570795,0.080068111
10064,1011.71115,0.002217889,0.002204895,0.003578782,0.080015659
10065,1011.811743,0.002210796,0.002195537,0.003547013,0.079533458
10066,1011.912339,0.002210915,0.002221704,0.003543496,0.079761147
10067,1012.012937,0.002320886,0.002301991,0.003880322,0.085031986
10068,1012.113531,0.002215445,0.002201319,0.00354445,0.079612136
10069,1012.214124,0.002213359,0.002208114,0.003569901,0.079913735
10070,1012.31473,0.002214611,0.002204597,0.003542662,0.079618692
10071,1012.415321,0.002202392,0.002209127,0.003550529,0.079620481
10072,1012.515914,0.002207339,0.002208352,0.003563166,0.079788566
10073,1012.616513,0.002218604,0.002212465,0.003545284,0.079763532
10074,1012.717106,0.002245188,0.002248585,0.003759444,0.082532167
10075,1012.817697,0.002212226,0.002210498,0.003550768,0.079734921
10076,1012.918298,0.002215505,0.002208769,0.003544986,0.079692602
10077,1013.018895,0.002214134,0.002216637,0.003570676,0.080014467
10078,1013.119496,0.002217293,0.002202094,0.003540456,0.079598427
10079,1013.22009,0.00221175,0.002205074,0.003560841,0.079776645
10080,1013.320709,0.002217114,0.002209604,0.00357753,0.080042481
10081,1013.421311,0.002225757,0.002221107,0.003569782,0.080166459
10082,1013.521908,0.002216756,0.002212703,0.003574431,0.080038905
10083,1013.62251,0.002226532,0.002213001,0.003538132,0.079776645
10084,1013.723104,0.002222121,0.002207398,0.003558576,0.079880953
10085,1013.8237,0.002216578,0.002205133,0.003550887,0.079725981
10086,1013.924293,0.002213836,0.002219856,0.003553391,0.07987082
10087,1014.024884,0.00220871,0.002209961,0.003574431,0.079931021
10088,1014.125477,0.002220988,0.002226889,0.003565609,0.080134869
10089,1014.226072,0.002223551,0.002200663,0.003558934,0.079831481
10090,1014.32668,0.002210498,0.002211571,0.003542781,0.079648495
10091,1014.427269,0.002444685,0.002421618,0.004125416,0.089917183
10092,1014.527865,0.002198458,0.002199233,0.003555477,0.07953167
10093,1014.628461,0.00299418,0.00300467,0.00584507,0.118439198
10094,1014.729057,0.00224936,0.002243102,0.003605425,0.08097887
10095,1014.82965,0.002230823,0.002201498,0.003573,0.08005321
10096,1014.930223,0.002237201,0.002217293,0.003575683,0.080301762
10097,1015.030817,0.002214313,0.002213299,0.003576279,0.080038905
10098,1015.131409,0.00221324,0.002199948,0.003557444,0.079706311
10099,1015.232001,0.002230525,0.002220988,0.003615856,0.080673695
10100,1015.332597,0.002210796,0.002207935,0.003553927,0.079726577
10101,1015.433192,0.002224207,0.002206028,0.003557682,0.079879165
10102,1015.533784,0.002226055,0.002215207,0.003546596,0.079878569
10103,1015.634393,0.002224684,0.002215147,0.003591359,0.080311894
10104,1015.734983,0.002224445,0.002214372,0.003561735,0.080005527
10105,1015.835581,0.002209604,0.002198637,0.00354141,0.079496503
10106,1015.936182,0.002204716,0.002212405,0.003567278,0.079843998
10107,1016.036767,0.002284288,0.002286732,0.003684163,0.082551837
10108,1016.13736,0.002213597,0.002212822,0.003532469,0.07958889
10109,1016.237952,0.002213836,0.00221771,0.003569782,0.080013275
10110,1016.338557,0.00224781,0.002238691,0.003625691,0.081121922
10111,1016.439152,0.002216518,0.002202511,0.003578067,0.079970956
10112,1016.539745,0.002237916,0.002213776,0.003608286,0.080599785
10113,1016.640335,0.002210617,0.002197087,0.003553212,0.079609156
10114,1016.74093,0.002207994,0.002191126,0.003537834,0.079369545
10115,1016.841524,0.002351761,0.002344072,0.003985465,0.086812973
10116,1016.942116,0.002224207,0.002214015,0.003578901,0.080171227
10117,1017.042714,0.002224028,0.00222528,0.003564537,0.080138445
10118,1017.14331,0.002209544,0.002210498,0.003547847,0.079678893
10119,1017.243902,0.002204239,0.002206624,0.00357461,0.079854727
10120,1017.344502,0.002223909,0.00219804,0.003551722,0.07973671
10121,1017.445093,0.002214253,0.002205372,0.003572464,0.079920888
10122,1017.545685,0.002224565,0.002210677,0.003550112,0.079853535
10123,1017.646283,0.002216637,0.002213359,0.00352639,0.079563856
10124,1017.746874,0.002209425,0.002204299,0.003568649,0.079823732
10125,1017.847464,0.002212822,0.002198815,0.003541172,0.079528093
10126,1017.948055,0.002213061,0.002199292,0.003567636,0.079799891
10127,1018.048651,0.002195716,0.002201259,0.00353384,0.079308152
10128,1018.14925,0.002219081,0.002204299,0.003552258,0.079756379
10129,1018.249846,0.00221312,0.00220418,0.003578007,0.079953074
10130,1018.350446,0.002217531,0.002203286,0.003552496,0.079733133
10131,1018.451041,0.002230227,0.002212822,0.003594697,0.08037746
10132,1018.551635,0.002218068,0.002206504,0.003550887,0.079754591
10133,1018.652234,0.002215445,0.002210855,0.00354284,0.07969141
10134,1018.752833,0.002220869,0.002214968,0.003564,0.079998374
10135,1018.853431,0.002208948,0.002205551,0.00354135,0.079558492
10136,1018.954026,0.002218783,0.00221926,0.003566146,0.080041885
10137,1019.054638,0.002222061,0.00219816,0.003544271,0.079644918
10138,1019.155233,0.00220865,0.002219498,0.003557563,0.079857111
10139,1019.255827,0.002213478,0.002209783,0.003557682,0.079809427
10140,1019.356421,0.00222379,0.002206862,0.003549099,0.079797506
10141,1019.457019,0.00221014,0.002213299,0.003557444,0.079808831
10142,1019.557627,0.00221616,0.002206385,0.0035339,0.079564452
10143,1019.658224,0.00221163,0.002203703,0.003552914,0.079682469
10144,1019.758816,0.002208769,0.002202511,0.003558934,0.079702139
10145,1019.859407,0.002209306,0.002188683,0.003548086,0.07946074
10146,1019.960002,0.002222359,0.002205789,0.003565848,0.079939961
10147,1020.060596,0.002213597,0.002222121,0.00354594,0.07981658
10148,1020.161198,0.00221473,0.002213418,0.003561676,0.079898238
10149,1020.261794,0.002230644,0.002197564,0.003552675,0.079808831
10150,1020.362399,0.002207994,0.002216995,0.003533125,0.079581141
10151,1020.462993,0.002213299,0.002195776,0.003545821,0.079548955
10152,1020.56358,0.002226949,0.002200186,0.003568232,0.079953671
10153,1020.664177,0.00221771,0.002215922,0.003565848,0.079994798
10154,1020.764771,0.002209067,0.002207458,0.003536522,0.079530478
10155,1020.865361,0.002210617,0.002203047,0.00353241,0.07946074
10156,1020.96595,0.00221467,0.002203166,0.003574669,0.07992506
10157,1021.066553,0.002209485,0.002202272,0.003534794,0.079465508
10158,1021.167145,0.00221163,0.002207816,0.003573298,0.079927444
10159,1021.267738,0.002209127,0.002209723,0.003536344,0.079551935
10160,1021.368327,0.002208173,0.002215028,0.003542304,0.079655051
10161,1021.46892,0.00220108,0.002190053,0.003567278,0.079584122
10162,1021.569519,0.002222538,0.002203465,0.003551781,0.079777837
10163,1021.670116,0.002221882,0.002197802,0.003559351,0.079790354
10164,1021.770722,0.002205968,0.002210259,0.003542602,0.079588294
10165,1021.871353,0.002218723,0.002208173,0.003547192,0.079740882
10166,1021.971654,0.001456261,0.001446962,0.005164385,0.080676079
10167,1022.071992,3.42E-05,3.34E-05,0.00140053,0.01468122
10168,1022.172367,3.89E-05,4.42E-05,0.000508547,0.005916357
10169,1022.272949,8.82E-06,8.05E-06,0.00015223,0.001690984
10170,1022.373528,9.78E-06,8.76E-06,0.000158608,0.00177145
10171,1022.474113,4.95E-06,5.60E-06,0.000155807,0.001663566
10172,1022.574702,4.95E-06,5.36E-06,0.000133216,0.00143528
10173,1022.675271,5.19E-06,5.25E-06,0.000172198,0.001826286
10174,1022.775836,9.12E-06,7.81E-06,0.000145674,0.001626015
10175,1022.87641,7.33E-06,5.66E-06,0.0001719,0.001848936
10176,1022.977005,2.94E-05,2.63E-05,0.000399709,0.004554987
10177,1023.077581,5.07E-06,3.04E-06,0.000129163,0.001372695
10178,1023.178142,8.06E-05,8.29E-05,0.001386225,0.015497208
10179,1023.278682,6.85E-06,3.99E-06,0.0001508,0.001616478
10180,1023.379184,2.01E-05,1.58E-05,0.001385152,0.014210939
10181,1023.479799,0.000427723,0.000424385,0.002345204,0.031973124
10182,1023.580382,3.49E-05,3.58E-05,0.000539958,0.006106496
10183,1023.680994,1.28E-05,1.14E-05,0.000183225,0.002073646
10184,1023.781572,8.82E-06,1.03E-05,0.000192642,0.002117157
10185,1023.882073,5.25E-06,5.54E-06,0.000163138,0.001739264
10186,1023.982605,2.02E-05,1.95E-05,0.001368701,0.014083982
10187,1024.083109,2.47E-05,2.48E-05,0.001394272,0.014437437
10188,1024.183622,2.13E-05,1.89E-05,0.001392066,0.0143224
10189,1024.284126,1.99E-05,1.94E-05,0.001371264,0.014106035
10190,1024.384628,1.96E-05,1.90E-05,0.001389265,0.014278889
10191,1024.485141,1.97E-05,1.66E-05,0.001364768,0.014011264
10192,1024.585717,2.68E-05,2.39E-05,0.001392066,0.0144279
10193,1024.686301,2.38E-05,2.00E-05,0.001257658,0.013014674
10194,1024.786808,4.17E-06,2.21E-06,0.00012964,0.001360178
10195,1024.887344,7.70E-05,7.31E-05,0.001536191,0.01686275
10196,1024.98785,2.52E-05,2.01E-05,0.001393378,0.014387369
10197,1025.088384,2.13E-05,1.63E-05,0.001368761,0.014063716
10198,1025.188974,3.02E-05,3.95E-05,0.001430154,0.014998317
10199,1025.289544,5.90E-06,2.86E-06,0.000145257,0.001540184
10200,1025.39005,8.11E-06,9.83E-06,0.00061065,0.006285906
10201,1025.490617,2.13E-05,1.58E-05,0.001364529,0.014016628
10202,1025.591205,1.89E-05,1.76E-05,0.001374304,0.014108419
10203,1025.691768,3.90E-05,3.76E-05,0.001444042,0.015206933
10204,1025.792276,6.44E-06,6.26E-06,0.000131011,0.001437068
10205,1025.892782,2.00E-05,1.72E-05,0.001391351,0.014285445
10206,1025.993284,1.98E-05,1.57E-05,0.001370668,0.014061928
10207,1026.093807,1.90E-05,1.61E-05,0.001362741,0.013977885
10208,1026.1944,1.97E-05,2.36E-05,0.001389503,0.014328361
10209,1026.294959,5.36E-06,4.77E-06,0.000152767,0.001628995
10210,1026.395472,1.57E-05,1.35E-05,0.000703335,0.007324815
10211,1026.495976,2.22E-05,1.88E-05,0.001381218,0.014222264
10212,1026.596497,1.99E-05,1.64E-05,0.001381338,0.014176369
10213,1026.697005,2.28E-05,1.59E-05,0.001376927,0.014156103
10214,1026.797582,2.08E-05,1.57E-05,0.001367986,0.014044642
10215,1026.898156,0.000126839,0.000126123,0.001037598,0.012905598
10216,1026.998744,4.59E-06,5.36E-06,0.000128806,0.001387596
10217,1027.099319,5.13E-06,4.47E-06,0.000164211,0.001738071
10218,1027.199893,5.78E-06,7.87E-06,0.000163555,0.001772046
10219,1027.300468,3.34E-06,3.46E-06,0.000123322,0.001301169
10220,1027.401041,5.07E-06,4.47E-06,0.000157773,0.001673102
10221,1027.50162,4.65E-06,4.65E-06,0.000134826,0.00144124
10222,1027.602195,3.58E-06,3.87E-06,0.000151634,0.001590848
10223,1027.702781,3.87E-06,3.58E-06,0.000154197,0.001616478
10224,1027.803355,1.81E-05,1.70E-05,0.000237346,0.002724528
10225,1027.903928,4.53E-06,5.01E-06,0.000176132,0.001856685
10226,1028.004505,4.05E-06,3.22E-06,0.000133336,0.001406074
10227,1028.105085,6.85E-06,4.77E-06,0.000156105,0.001677275
10228,1028.205651,4.05E-06,2.86E-06,0.00012958,0.001364946
10229,1028.306235,4.23E-06,3.76E-06,0.000128984,0.001369715
10230,1028.406814,5.48E-06,3.99E-06,0.000164926,0.001744032
10231,1028.50739,5.07E-06,3.10E-06,0.000135481,0.001436472
10232,1028.607958,6.50E-06,4.11E-06,0.000165582,0.001761913
10233,1028.708549,4.59E-06,3.87E-06,0.000140131,0.001485944
10234,1028.809119,3.81E-06,3.64E-06,0.000124395,0.001318455
10235,1028.909695,3.52E-06,4.23E-06,0.000171602,0.001793504
10236,1029.010267,6.38E-06,6.08E-06,0.000147521,0.001599789
10237,1029.110845,3.22E-06,3.34E-06,0.000160098,0.001666546
10238,1029.211429,7.39E-06,5.90E-06,0.000284076,0.002973676
10239,1029.311997,3.81E-06,4.35E-06,0.000130355,0.001385212
10240,1029.41258,5.60E-06,5.19E-06,0.000205696,0.002164841
10241,1029.513155,5.01E-06,3.46E-06,0.00012207,0.001305342
10242,1029.61372,4.11E-06,3.93E-06,0.000174522,0.00182569
10243,1029.714307,3.93E-06,3.34E-06,0.000142574,0.001498461
10244,1029.814877,5.72E-06,2.15E-06,0.000127912,0.001357794
10245,1029.915442,5.19E-06,3.34E-06,0.000156045,0.001645684
10246,1030.016012,5.48E-06,3.70E-06,0.00013268,0.001418591
10247,1030.116594,4.95E-06,3.70E-06,0.000155866,0.001645088
10248,1030.217172,4.35E-06,4.89E-06,0.000147223,0.001564622
10249,1030.31774,4.41E-06,4.41E-06,0.000171244,0.001800656
10250,1030.418313,4.35E-06,2.74E-06,0.000127852,0.001349449
10251,1030.518891,3.81E-06,4.71E-06,0.000129402,0.001379251
10252,1030.619468,4.83E-06,3.99E-06,0.000166893,0.001757145
10253,1030.720044,1.54E-05,1.60E-05,0.00017339,0.002048016
10254,1030.820618,3.93E-06,4.05E-06,0.000156999,0.001649857
10255,1030.92119,3.34E-06,2.74E-06,0.000143051,0.001491308
10256,1031.021764,4.53E-06,3.99E-06,0.000136018,0.001445413
10257,1031.122332,3.70E-06,3.16E-06,0.000151932,0.001587868
10258,1031.222914,5.66E-06,2.80E-06,0.000126898,0.001353621
10259,1031.323503,1.29E-05,1.56E-05,0.000202596,0.002310872
10260,1031.424119,5.60E-06,3.52E-06,0.000137031,0.001461506
10261,1031.524705,5.48E-06,3.28E-06,0.000128984,0.001377463
10262,1031.625324,3.31E-05,3.41E-05,0.000308573,0.003758073
10263,1031.725893,6.62E-06,3.04E-06,0.000140846,0.001505017
10264,1031.826503,5.42E-06,4.41E-06,0.000150084,0.001599193
10265,1031.927055,0.000579059,0.000568688,0.001534402,0.026821494
10266,1032.027355,3.16E-05,3.17E-05,0.001401603,0.014649034
10267,1032.127626,2.99E-05,2.87E-05,0.001413047,0.014716387
10268,1032.227872,2.00E-05,1.84E-05,0.001371384,0.014097691
10269,1032.328138,2.08E-05,2.00E-05,0.001388371,0.014292002
10270,1032.428411,2.94E-05,2.54E-05,0.001378715,0.014335513
10271,1032.528682,2.01E-05,1.88E-05,0.001368344,0.014072657
10272,1032.62898,2.03E-05,1.67E-05,0.001389742,0.01426816
10273,1032.729278,2.09E-05,1.74E-05,0.001374245,0.014125705
10274,1032.829552,1.86E-05,1.58E-05,0.001391172,0.014255643
10275,1032.929787,6.89E-05,6.57E-05,0.001503706,0.016383529
10276,1033.030056,2.96E-05,2.47E-05,0.001393318,0.01447618
10277,1033.130327,2.21E-05,1.63E-05,0.001385748,0.014240742
10278,1033.230594,2.18E-05,1.62E-05,0.001366377,0.01404345
10279,1033.330865,0.000139296,0.000131726,0.001626313,0.018973351
10280,1033.431132,1.50E-05,2.28E-05,0.001366735,0.014045238
