timestamp,CBO.LLC_PCIE_MEM_TOTAL_BYTES
1.904063377,0.328674316406
3.707279508,0.281188964844
5.510545949,0.299621582031
7.313951018,0.410705566406
9.017306022,0.148864746094
10.820917865,0.350769042969
12.624506407,0.180480957031
14.428717547,653.42010498
16.232618124,652.141052246
17.936217119,650.284240723
19.740004371,652.409667969
21.543790229,652.634399414
23.347594364,652.338378906
25.151528904,652.361877441
26.955323636,652.571655273
28.658575499,652.403198242
30.462443861,652.628662109
32.266254635,652.601013184
34.070030189,650.405029297
35.873870999,652.399291992
37.577100315,651.869140625
39.381048332,652.643127441
41.184827688,652.508850098
42.988641725,652.540588379
44.792633590,652.739990234
46.496796978,652.404846191
48.300602992,652.404663086
50.104403287,652.631469727
51.908187068,652.454833984
53.711995182,652.404663086
55.415556837,652.181945801
57.219320400,652.561035156
59.023097580,652.488220215
60.826884329,652.348815918
62.630694492,652.460205078
64.334306306,652.498535156
66.138062217,652.70123291
67.942465178,652.380126953
69.746271882,652.549926758
71.550081366,652.52935791
73.253657881,652.356140137
75.057417480,652.502685547
76.862872694,652.324462891
78.666435425,652.56072998
80.470269489,652.530944824
82.173831325,652.458190918
83.979019380,652.363708496
85.782890716,652.364074707
87.586409886,651.809753418
89.390256311,652.354370117
91.094273525,652.029418945
92.898060613,652.304443359
94.702322543,653.26171875
96.506110338,652.43737793
98.309910252,652.539916992
100.013465949,652.378967285
101.817274315,652.221923828
103.622058320,0.0791015625
105.429289127,0.529052734375
