timestamp,CBO.PCIE_DATA_BYTES
2.000377932,#NC#NC#NC#NC#NC#NC#NC#NC
3.000600672,0.0
4.000809700,0.0
5.001027695,0.0
6.001233148,0.0
7.001496174,0.0
8.001730586,0.228271484375
9.001945111,#NC#NC#NC#NC#NC#NC#NC#NC
10.002172532,0.0
11.002407665,0.0
12.002634560,0.0
13.003719039,0.0
14.004244334,0.0
15.004530353,0.0
16.004825909,72.6638183594
17.005104814,#NC#NC#NC#NC#NC#NC#NC#NC
18.005403269,69.2525024414
19.005702442,71.7510986328
20.006003548,72.8890380859
21.006314019,72.7447509766
22.006612842,72.5842895508
23.006907882,72.9130249023
24.007185438,#NC#NC#NC#NC#NC#NC#NC#NC
25.007486447,72.6212768555
26.007785247,72.4440917969
27.008247871,72.6149291992
28.008547812,72.2267456055
29.008848219,72.4231567383
30.009148257,72.3682250977
31.009450138,72.7448120117
32.009724785,#NC#NC#NC#NC#NC#NC#NC#NC
33.010028087,71.994140625
34.010343740,72.5979003906
35.010638221,73.0814208984
36.010929924,72.8616333008
37.011227153,72.0654907227
38.011542691,73.0161743164
39.011837052,72.6149291992
40.012250205,#NC#NC#NC#NC#NC#NC#NC#NC
41.012548854,72.8064575195
42.012845799,72.9684448242
43.013144336,72.5316162109
44.013441915,71.5783081055
45.013740609,73.2263793945
46.014049922,72.2418212891
47.014325658,#NC#NC#NC#NC#NC#NC#NC#NC
48.014621500,73.0131225586
49.014919200,72.568359375
50.015218289,72.2393188477
51.015508807,69.6265869141
52.015798714,73.0518798828
53.016245045,72.5494384766
54.016545140,72.6998901367
55.016820709,#NC#NC#NC#NC#NC#NC#NC#NC
56.017121315,73.4279785156
57.017425329,72.7857055664
58.017721045,69.033996582
59.018021450,70.5155029297
60.018334600,71.8494873047
61.018628161,72.5770263672
62.018902018,#NC#NC#NC#NC#NC#NC#NC#NC
63.019202509,72.8894042969
64.019489831,72.7509765625
65.019786706,72.965637207
66.020251024,72.4260253906
67.020546877,73.2770996094
68.020844315,72.1962280273
69.021144966,72.3712158203
70.021417866,#NC#NC#NC#NC#NC#NC#NC#NC
71.021720229,72.7821655273
72.022018906,72.0031738281
73.022328755,73.5050048828
74.024546668,69.0213012695
75.025873968,69.9707641602
76.026123017,0.0380249023438
77.026350432,#NC#NC#NC#NC#NC#NC#NC#NC
77.026350432,0.00762939453125
