timestamp,CBO.PCIE_DATA_BYTES
2.000347815,#NC#NC#NC#NC#NC#NC#NC#NC
3.000545915,0.0152587890625
4.000730581,0.0
5.000912728,0.0
6.001129110,0.0
7.001342570,0.0
8.001568699,0.0
9.001770943,0.0
10.001984881,0.0
11.002201634,0.0
12.002430662,#NC#NC#NC#NC#NC#NC#NC#NC
13.002671806,0.0
14.002896648,0.0
15.003997508,0.0
16.004233879,0.0
17.004523702,0.0
18.004762306,69.0547485352
19.004992764,68.9691772461
20.005236750,69.0374145508
21.005459980,#NC#NC#NC#NC#NC#NC#NC#NC
22.005691482,68.8939819336
23.005918480,68.7241210938
24.006149939,67.7962646484
25.006380064,68.8486328125
26.006614185,68.9451904297
27.006848981,69.009765625
28.007083228,68.9729614258
29.007317684,68.8470458984
30.007547465,69.0776977539
31.007762685,#NC#NC#NC#NC#NC#NC#NC#NC
32.007993870,68.9122924805
33.008228875,68.3824462891
34.008521789,68.8995361328
35.008754242,68.908203125
36.008985607,68.9352416992
37.009216821,68.8628540039
38.009452647,68.8450927734
39.009686436,68.9900512695
40.009920322,68.9031982422
41.010136771,#NC#NC#NC#NC#NC#NC#NC#NC
42.010373168,69.1314697266
43.010605776,69.1350708008
44.010843763,68.8172607422
45.011078967,68.7962646484
46.011317094,68.8330078125
47.011550520,68.3760375977
48.011785432,68.8765258789
49.012018600,68.9299316406
50.012248866,68.8298950195
51.012523991,#NC#NC#NC#NC#NC#NC#NC#NC
52.012759020,67.774230957
53.012990916,68.9230957031
54.013228308,68.7714233398
55.013465434,68.8515625
56.013705212,68.9383544922
57.013938068,68.866027832
58.014175490,69.0061035156
59.014413240,68.9048461914
60.014643044,68.9243164062
61.014867286,#NC#NC#NC#NC#NC#NC#NC#NC
62.015107488,68.9083251953
63.015341892,67.8042602539
64.015577990,67.8567504883
65.015810810,68.7977905273
66.016044288,68.5184936523
67.016274954,68.9375
68.016524730,68.8017578125
69.016757443,68.910949707
70.016989744,68.8930664062
71.017203780,#NC#NC#NC#NC#NC#NC#NC#NC
72.017438718,69.0317382812
73.017671514,68.8776855469
74.017900310,68.8385009766
75.018129792,68.903503418
76.020585938,68.7608642578
77.021227514,68.4643554688
78.021737506,0.442260742188
79.022250619,0.0
79.022250619,#NC#NC#NC#NC#NC#NC#NC#NC
