timestamp,CBO.PCIE_DATA_BYTES
2.000315131,#NC#NC#NC#NC#NC#NC#NC#NC
3.000554494,3.37518310547
4.000783813,0.0
5.001004298,0.0
6.001222208,0.0
7.001472584,0.0
8.001699010,0.0
9.001918533,0.0
10.002167053,0.0
11.002392527,#NC#NC#NC#NC#NC#NC#NC#NC
12.002632507,0.0
13.002877863,0.0
14.004097840,0.0
15.004340618,0.0
16.004601020,0.0
17.004883037,0.0
18.005185676,72.7717895508
19.005472814,75.978515625
20.005745874,#NC#NC#NC#NC#NC#NC#NC#NC
21.006044091,75.8898925781
22.006355060,76.0014038086
23.006643112,75.7392578125
24.006939476,73.6567382812
25.007240474,72.6826782227
26.007538874,73.2565917969
27.007829618,75.2619628906
28.008272573,74.5852050781
29.008573116,75.973449707
30.008855922,#NC#NC#NC#NC#NC#NC#NC#NC
31.009146909,75.6334838867
32.009440874,75.6409912109
33.009739011,75.7579345703
34.010046608,75.2306518555
35.010358277,75.1408691406
36.010658900,75.5134887695
37.010956289,73.0665283203
38.011255836,76.0556030273
39.011532776,#NC#NC#NC#NC#NC#NC#NC#NC
40.011833120,74.8551635742
41.012264117,75.4688720703
42.012564243,75.0531616211
43.012866510,75.3204345703
44.013160495,75.430847168
45.013451933,75.7608032227
46.013749252,72.5677490234
47.014050251,75.5338745117
48.014348959,#NC#NC#NC#NC#NC#NC#NC#NC
49.014642643,75.2124633789
50.014936151,75.1119384766
51.015229443,75.1602172852
52.015526847,75.3638916016
53.015816095,75.4137573242
54.016269733,75.7106933594
55.016564403,75.8863525391
56.016863128,75.3381347656
57.017159356,75.5734863281
58.017437308,#NC#NC#NC#NC#NC#NC#NC#NC
59.017738833,75.5041503906
60.018039897,76.0237426758
61.018352017,75.8585205078
62.018647462,76.0001831055
63.018949524,75.2593994141
64.019249707,75.3641357422
65.019549702,73.0831298828
66.019854071,74.6364135742
67.020271508,#NC#NC#NC#NC#NC#NC#NC#NC
68.020570660,75.5911254883
69.020868755,75.9920043945
70.021169192,75.0142211914
71.021465215,75.2744140625
72.021762794,75.5471801758
73.022066283,74.6767578125
74.022381204,75.6024780273
75.022682123,75.6748046875
76.023973980,#NC#NC#NC#NC#NC#NC#NC#NC
77.024550276,72.6157836914
78.025045042,0.456298828125
79.025483541,0.0
79.025483541,0.427490234375
