timestamp,CBO.PCIE_DATA_BYTES
2.000340129,#NC#NC#NC#NC#NC#NC#NC#NC
3.000551682,0.0
4.000747499,0.0
5.000963917,0.0
6.001192502,0.0
7.001421050,#NC#NC#NC#NC#NC#NC#NC#NC
8.001663586,0.0
9.001890397,0.0
10.003021899,0.0
11.003264412,0.0
12.003511474,0.0
13.003754362,#NC#NC#NC#NC#NC#NC#NC#NC
14.004000828,0.0
15.004255375,0.0
16.004504620,0.0
17.004737901,56.2501831055
18.004972232,56.4436035156
19.005193072,#NC#NC#NC#NC#NC#NC#NC#NC
20.005427316,56.4626464844
21.005657934,59.7396240234
22.005890745,56.5232543945
23.006127000,56.3587646484
24.006361928,56.4496459961
25.006577196,#NC#NC#NC#NC#NC#NC#NC#NC
26.006809700,56.3876342773
27.007038370,56.5123291016
28.007268223,56.3449707031
29.007498568,56.4718017578
30.007731817,56.3363647461
31.007948533,#NC#NC#NC#NC#NC#NC#NC#NC
32.008242057,56.4118652344
33.008473977,56.4221191406
34.008707176,56.4125976562
35.008934296,56.3751220703
36.009152104,#NC#NC#NC#NC#NC#NC#NC#NC
37.009382916,56.3242797852
38.009612409,56.4974975586
39.009845298,56.5230712891
40.010124038,56.1973266602
41.010359044,56.4788208008
42.010578200,#NC#NC#NC#NC#NC#NC#NC#NC
43.010811195,56.4178466797
44.011046002,56.5013427734
45.011280316,56.4449462891
46.011511410,56.3344116211
47.011744481,56.4138793945
48.011962368,#NC#NC#NC#NC#NC#NC#NC#NC
49.012194062,56.1806640625
50.012431021,56.4486694336
51.012668059,56.3878173828
52.012897905,55.619140625
53.013129283,56.3590698242
54.013340369,#NC#NC#NC#NC#NC#NC#NC#NC
55.013572195,56.3356323242
56.013804579,56.228515625
57.014099501,56.5585327148
58.014329791,59.7612304688
59.014560785,56.4240112305
60.014775645,#NC#NC#NC#NC#NC#NC#NC#NC
61.015009417,56.3000488281
62.015246411,56.3662109375
63.015478075,56.4144897461
64.015720831,56.4586181641
65.015946704,#NC#NC#NC#NC#NC#NC#NC#NC
66.016177683,56.4548950195
67.016415221,56.2631225586
68.016646237,56.4193115234
69.016881059,56.4057617188
70.017108382,55.7319946289
71.017327793,#NC#NC#NC#NC#NC#NC#NC#NC
72.017559858,56.4810791016
73.017793218,56.4036254883
74.018023108,56.4957885742
75.018459699,56.3608398438
76.018990190,0.0#NC#NC#NC#NC#NC
77.019487673,#NC#NC#NC0.00.00.00.00.0
78.020015179,0.0
78.020015179,0.0459594726562
