timestamp,CBO.PCIE_DATA_BYTES
2.000361029,#NC#NC#NC#NC#NC#NC#NC#NC
3.000606659,0.0
4.000857571,0.0151977539062
5.001100256,0.0303955078125
6.001364086,0.0
7.001580475,#NC#NC#NC#NC#NC#NC#NC#NC
8.001786357,0.0
9.003234026,0.0
10.004649162,0.0
11.006010265,0.0
12.007376034,#NC#NC#NC#NC#NC#NC#NC#NC
13.008290638,0.030517578125
14.009736187,0.030517578125
15.011164023,0.0
16.012564504,0.0
17.013759482,#NC#NC#NC#NC#NC#NC#NC#NC
18.014051776,62.578125
19.014353002,61.6109619141
20.014646272,62.3583984375
21.014948346,62.0701293945
22.015215499,#NC#NC#NC#NC#NC#NC#NC#NC
23.015522212,62.4133911133
24.015812758,61.8148803711
25.016104453,62.3364868164
26.016395185,61.772644043
27.016665935,#NC#NC#NC#NC#NC#NC#NC#NC
28.016959180,62.3922119141
29.017249500,61.8807983398
30.017748950,61.5995483398
31.018041751,62.1184082031
32.018319081,#NC#NC#NC#NC#NC#NC#NC#NC
33.018609672,62.8051147461
34.018900982,59.5296020508
35.019196877,62.3002319336
36.019491531,61.4611816406
37.019769174,#NC#NC#NC#NC#NC#NC#NC#NC
38.020063366,62.1843261719
39.020353268,61.5615844727
40.020637726,61.8355102539
41.020925445,61.4985351562
42.021198002,#NC#NC#NC#NC#NC#NC#NC#NC
43.021746237,61.9775390625
44.022041942,61.6547241211
45.022334869,62.4229736328
46.022631126,61.6793823242
47.022906919,#NC#NC#NC#NC#NC#NC#NC#NC
48.023201439,62.1102905273
49.023512701,62.3882446289
50.023799906,62.5057983398
51.024088167,62.0786743164
52.024358599,#NC#NC#NC#NC#NC#NC#NC#NC
53.024649534,61.948059082
54.024944736,62.2261352539
55.025245513,62.3620605469
56.025740224,61.9901123047
57.026012098,#NC#NC#NC#NC#NC#NC#NC#NC
58.026303608,61.7109375
59.026597162,62.0777587891
60.026890682,62.4191894531
61.027189132,60.4128417969
62.027460390,#NC#NC#NC#NC#NC#NC#NC#NC
63.027764611,62.0780029297
64.028061352,58.7484130859
65.028354677,62.1041870117
66.028646085,61.8870239258
67.028915719,#NC#NC#NC#NC#NC#NC#NC#NC
68.029210264,62.1325683594
69.029739072,61.4080200195
70.030035208,62.2446289062
71.030319100,61.7991943359
72.030582200,#NC#NC#NC#NC#NC#NC#NC#NC
73.030877093,62.2719116211
74.031168184,61.9704589844
75.031465211,62.4406738281
76.034015741,61.5216674805
77.034591940,#NC#NC#NC#NC#NC#NC#NC#NC
78.035075060,0.441345214844
79.035440333,0.0152587890625
79.035440333,0.894470214844
