timestamp,CBO.PCIE_DATA_BYTES
2.000399232,#NC#NC#NC#NC#NC#NC#NC#NC
3.000625115,0.0
4.000866316,0.0
5.001084911,0.0
6.001324744,#NC#NC#NC#NC#NC#NC#NC#NC
7.001561058,0.0
8.001834240,3.38049316406
9.002970345,0.030517578125
10.003194499,0.0
11.003419189,#NC#NC#NC#NC#NC#NC#NC#NC
12.003652100,0.0
13.003892365,0.0
14.004125126,0.0
15.004365843,0.0
16.004585455,#NC#NC#NC#NC#NC#NC#NC#NC
17.004846406,0.0
18.005083466,53.2872924805
19.005317180,53.2787475586
20.005548224,53.3102416992
21.005760777,#NC#NC#NC#NC#NC#NC#NC#NC
22.005992458,53.0502929688
23.006223271,53.2180175781
24.006456661,53.3181152344
25.006683888,53.3031616211
26.006900820,#NC#NC#NC#NC#NC#NC#NC#NC
27.007137933,53.217590332
28.007365593,53.3400878906
29.007598857,52.3189697266
30.007825903,53.1443481445
31.008045435,#NC#NC#NC#NC#NC#NC#NC#NC
32.008273557,53.2548828125
33.008506108,53.3418579102
34.008736615,53.3576660156
35.009029645,53.3316650391
36.009244504,#NC#NC#NC#NC#NC#NC#NC#NC
37.009474085,53.2493286133
38.009705946,53.1246948242
39.009941463,53.3654785156
40.010167589,52.6612548828
41.010378313,#NC#NC#NC#NC#NC#NC#NC#NC
42.010603856,53.0206298828
43.010831682,53.0369262695
44.011066228,53.3017578125
45.011300385,53.3067016602
46.011513592,#NC#NC#NC#NC#NC#NC#NC#NC
47.011743895,56.5228881836
48.011975814,53.2045898438
49.012204898,53.1878051758
50.012433551,53.2075195312
51.012647582,#NC#NC#NC#NC#NC#NC#NC#NC
52.012878396,53.1905517578
53.013112966,53.1431884766
54.013341133,53.3060913086
55.013570816,53.2662353516
56.013782987,#NC#NC#NC#NC#NC#NC#NC#NC
57.014013293,53.0220336914
58.014241972,53.3064575195
59.014468199,53.2200927734
60.014676549,#NC#NC#NC#NC#NC#NC#NC#NC
61.014906363,53.3023681641
62.015144710,53.2432250977
63.015377816,52.5772705078
64.015610503,53.282409668
65.015823072,#NC#NC#NC#NC#NC#NC#NC#NC
66.016052281,53.4414672852
67.016282552,53.302734375
68.016516399,52.700378418
69.016749050,53.3817749023
70.017029220,#NC#NC#NC#NC#NC#NC#NC#NC
71.017257665,53.3256835938
72.017487381,53.3160400391
73.017717825,53.0894165039
74.017949587,53.120300293
75.018157678,#NC#NC#NC#NC#NC#NC#NC#NC
76.018670024,53.2877197266
77.019277210,52.9080810547
78.019783036,0.0459594726562
79.020279948,0.0304565429688
79.020279948,#NC#NC#NC#NC#NC#NC#NC#NC
