timestamp,CBO.PCIE_DATA_BYTES
2.000305940,0.0
3.000517526,0.0
4.000735270,0.0
5.000936758,0.0
6.001162114,0.0
7.001378004,0.0
8.001645658,0.0
9.002768004,0.0
10.002996204,0.0
11.003221479,0.0
12.003447732,0.0
13.003681335,0.0304565429688
14.003911826,0.0
15.004136674,0.0
16.004376217,0.0
17.004654317,0.0
18.004937417,114.46105957
19.005232168,114.255859375
20.005520639,114.917053223
21.005802836,114.586669922
22.006094696,115.89239502
23.006377710,115.603149414
24.006661594,114.057373047
25.007188505,115.127624512
26.007471619,114.700134277
27.007762528,114.91809082
28.008046355,115.227111816
29.008335965,114.567749023
30.008617364,111.358459473
31.008902547,114.817626953
32.009159560,114.617004395
33.009441856,114.537902832
34.009733119,115.673278809
35.010017578,114.714660645
36.010302379,114.25579834
37.010590116,114.606628418
38.010871674,115.953125
39.011210885,114.270446777
40.011499433,114.90612793
41.011791515,114.86114502
42.012078011,114.194946289
43.012366400,114.807312012
44.012654163,115.125976562
45.012941426,110.727233887
46.013230764,114.558776855
47.013515227,115.202270508
48.013803468,115.377563477
49.014089838,114.794433594
50.014379727,114.489257812
51.014658355,115.371337891
52.015215662,114.723266602
53.015507803,114.811462402
54.015791983,115.657470703
55.016077803,115.391479492
56.016365228,113.619995117
57.016654563,115.826416016
58.016945762,114.791442871
59.017236891,114.321166992
60.017524222,110.608337402
61.017814534,114.47833252
62.018104889,115.185058594
63.018388545,114.269592285
64.018673352,114.799865723
65.019207296,115.116271973
66.019490333,114.403137207
67.019768663,114.711364746
68.020054317,114.969238281
69.020339403,114.493286133
70.020622947,114.702270508
71.020913716,115.926269531
72.021157714,110.818847656
73.021447697,114.856567383
74.021733152,115.264526367
75.022024951,114.88494873
76.022474723,115.272949219
77.023152840,113.62322998
78.023695356,0.0
79.024203660,0.0458374023438
79.024203660,0.058837890625
